acc_x, acc_y, angular_z, stamp, 
-0.009614050388336182,0.0002949237823486328,3.5597117248625e-11,1696616950097759630,
-0.02776813507080078,-0.024841010570526123,3.58900232269991e-11,1696616950107803040,
-0.04195070266723633,0.012897372245788574,1.8747455152064574e-11,1696616950119405338,
-0.014959871768951416,0.014675796031951904,7.892654895028098e-12,1696616950127863527,
-0.011043131351470947,-0.022997498512268066,-4.0940339503021153e-13,1696616950137796648,
0.012366712093353271,-0.017564594745635986,5.950826075568526e-06,1696616950147812834,
0.005206763744354248,-0.003152310848236084,5.956548457035203e-06,1696616950157819360,
-0.0018500089645385742,-0.019237816333770752,-1.968678767639351e-11,1696616950168071228,
-0.01640474796295166,0.03283989429473877,-4.049118735899675e-11,1696616950176980864,
-0.01763010025024414,0.04541045427322388,-4.716668139335029e-11,1696616950187870193,
0.007348477840423584,-0.004944741725921631,-3.677992851433649e-11,1696616950199067917,
-0.004994213581085205,-0.015719234943389893,-5.348813721942794e-11,1696616950207862992,
-0.006729423999786377,0.012984216213226318,6.546036073549303e-06,1696616950216968344,
0.025775253772735596,0.009362757205963135,-5.8067411711203517e-11,1696616950228032802,
0.0005547404289245605,0.027232050895690918,-6.547994641471557e-11,1696616950236997763,
0.006046950817108154,0.0020176172256469727,-4.682263563901224e-11,1696616950246998363,
0.02751016616821289,-0.003444492816925049,-4.411488989944369e-11,1696616950258143301,
-0.002904355525970459,0.01803380250930786,-4.435108153513101e-11,1696616950268015705,
-0.019082725048065186,0.012542188167572021,-3.43074154374585e-11,1696616950278801858,
0.013189375400543213,0.00704503059387207,-2.798999692048876e-11,1696616950288056675,
0.004295170307159424,-0.002018153667449951,-2.4009509744851976e-11,1696616950298113578,
-0.01728510856628418,0.02300286293029785,-1.2636412019754103e-11,1696616950310448319,
-0.010051250457763672,0.02106654644012451,-6.212928157602644e-12,1696616950318115703,
-0.010117888450622559,0.004751801490783691,9.136193909360011e-12,1696616950328231427,
0.011571884155273438,0.022562503814697266,2.104303454430887e-11,1696616950338149980,
-0.006255209445953369,0.0026623010635375977,3.281683219989335e-11,1696616950348147137,
0.0025309324264526367,-0.013647079467773438,3.8416944601685964e-11,1696616950359243393,
0.002833425998687744,-0.01729762554168701,5.585019913601253e-11,1696616950368121428,
0.02605891227722168,-0.0030159354209899902,5.443805102024556e-11,1696616950378161632,
0.0008229613304138184,-0.028197407722473145,4.425684499916536e-11,1696616950390638401,
-0.018984854221343994,-0.022808313369750977,7.120057507986769e-11,1696616950398166198,
-0.00466156005859375,-0.019187569618225098,4.961503692152909e-11,1696616950408192151,
0.01169586181640625,-0.046008527278900146,3.98844660707718e-11,1696616950418288644,
-0.02961212396621704,-0.03329747915267944,3.1039740045640545e-11,1696616950428221170,
-0.02588731050491333,0.008138000965118408,1.9977190512848476e-11,1696616950438847235,
0.008149206638336182,0.027949213981628418,-6.339528644947773e-06,1696616950448249274,
-0.04006773233413696,0.0028808116912841797,1.391736740736097e-11,1696616950458434873,
-0.023942172527313232,0.024434804916381836,9.05050695143744e-12,1696616950470808344,
0.03753232955932617,0.015483319759368896,1.5653448246872935e-11,1696616950478284311,
0.04069644212722778,0.029758572578430176,1.678646753022048e-11,1696616950488319958,
0.008632183074951172,0.02252340316772461,2.4507247773572916e-11,1696616950498361866,
0.022718191146850586,-0.00450897216796875,3.172049009071341e-11,1696616950508346619,
0.004909396171569824,-0.013510584831237793,3.187556019869392e-11,1696616950518851566,
-0.0381237268447876,-0.0009687542915344238,3.876695051881203e-11,1696616950528365032,
-0.006089448928833008,0.002552926540374756,4.019469150352293e-11,1696616950538430600,
-0.04159283638000488,-0.010005533695220947,3.440474628992414e-11,1696616950551229211,
-0.03084099292755127,0.015083551406860352,7.106056004195459e-11,1696616950558476992,
-0.007023334503173828,-0.013636469841003418,5.791793965927636e-11,1696616950568418962,
0.006927490234375,0.027562737464904785,6.687625940104267e-11,1696616950578494244,
0.021715879440307617,0.018538057804107666,7.996632047620386e-11,1696616950588438781,
0.010782003402709961,0.0058615803718566895,9.576384807497148e-11,1696616950597907318,
0.02525174617767334,-0.021115601062774658,8.975846198959704e-11,1696616950608481873,
0.016134440898895264,0.011143207550048828,9.867230504108192e-11,1696616950618679716,
0.0019379258155822754,-0.0050487518310546875,8.142843573130704e-11,1696616950630877527,
-0.005343139171600342,-0.017647385597229004,1.281038614081807e-10,1696616950638562921,
0.005339920520782471,-0.026612162590026855,-5.94552980965844e-06,1696616950648587883,
0.0003623366355895996,-0.042648255825042725,8.1489527394887e-11,1696616950658638695,
-0.0055048465728759766,0.0004875063896179199,6.96446812158147e-11,1696616950668566560,
-0.03918337821960449,-0.011954665184020996,5.508195943207163e-11,1696616950679243986,
-0.009103775024414062,-0.0029394030570983887,5.150473245868301e-11,1696616950688577809,
0.012828230857849121,0.0007675886154174805,3.779671090977688e-11,1696616950698830222,
-0.0017603635787963867,0.01695495843887329,2.7857898647738257e-11,1696616950710821486,
-0.006708621978759766,0.04391700029373169,4.241590758515828e-11,1696616950718679515,
0.030800342559814453,-0.0010229945182800293,3.417931141212271e-11,1696616950728695687,
0.03451871871948242,0.03305673599243164,-5.930431885926879e-06,1696616950738746259,
0.04134398698806763,0.00960838794708252,4.533781816636894e-11,1696616950748817510,
0.037687838077545166,-0.01557248830795288,4.2197385838351476e-11,1696616950759233079,
0.042767882347106934,-0.0173947811126709,3.869929564113254e-11,1696616950768748305,
-0.021839916706085205,-0.049643874168395996,2.4303412370054952e-11,1696616950779053557,
-0.031150460243225098,-0.024431288242340088,1.425345913557532e-11,1696616950790808934,
-0.027358591556549072,0.027724087238311768,1.5736269275299453e-11,1696616950798863555,
0.02622807025909424,0.043842315673828125,1.1025087895393938e-11,1696616950809302099,
0.02246415615081787,0.03836798667907715,1.2015694572711677e-11,1696616950817931590,
0.0043448805809021,0.0059506893157958984,8.887118327105392e-12,1696616950828809869,
