x (m), y (m), th (rad), stamp, 
7.6750168800354,1.3199874162674,1.46845396144437,1.69661697097306E+018,
7.6757960319519,1.32563507556915,1.56635089220733,1.69661697101912E+018,
7.67609214782715,1.33087193965912,1.66424782297029,1.69661697106313E+018,
7.67567300796509,1.33664047718048,1.76214475373325,1.69661697111386E+018,
7.6744236946106,1.34440624713898,1.8600416844962,1.69661697117905E+018,
7.67289113998413,1.34970414638519,1.95793861525916,1.69661697122323E+018,
7.67080974578857,1.35553121566772,2.05583554602212,1.69661697127305E+018,
7.66801261901856,1.36100649833679,2.15373247678508,1.69661697132311E+018,
7.66489028930664,1.36616587638855,2.25162940754804,1.69661697137404E+018,
7.66143798828125,1.3704377412796,2.34952633831099,1.69661697142039E+018,
7.65799999237061,1.3743644952774,2.44742326907395,1.69661697146322E+018,
7.65356349945068,1.37853276729584,2.54532019983691,1.69661697151364E+018,
7.6471266746521,1.38344752788544,2.64321713059987,1.69661697158007E+018,
7.6423864364624,1.38626682758331,2.74111406136283,1.69661697162322E+018,
7.63655424118042,1.38901305198669,2.83901099212579,1.69661697167305E+018,
7.63071489334106,1.39118349552155,2.93690792288874,1.69661697172305E+018,
7.62501811981201,1.3925564289093,3.0348048536517,1.69661697177005E+018,
7.61885833740234,1.39368653297424,3.13270178441466,1.69661697181916E+018,
7.61092329025269,1.39410805702209,-3.13270178441466,1.69661697188364E+018,
7.60707759857178,1.39395773410797,-3.03631096027882,1.69661697191357E+018,
7.60075616836548,1.39319670200348,-2.93992013614299,1.69661697196335E+018,
7.59332656860352,1.39173722267151,-2.84352931200715,1.69661697202419E+018,
7.5876522064209,1.38957607746124,-2.74713848787132,1.69661697207305E+018,
7.58172559738159,1.38716065883636,-2.65074766373548,1.69661697212306E+018,
7.57643270492554,1.38408100605011,-2.55435683959965,1.69661697217106E+018,
7.57109975814819,1.38061094284058,-2.45796601546381,1.69661697222124E+018,
7.56704092025757,1.37695050239563,-2.36157519132798,1.69661697226305E+018,
7.56243228912354,1.37228667736053,-2.26518436719214,1.69661697231379E+018,
7.55687761306763,1.36527049541473,-2.1687935430563,1.69661697238132E+018,
7.5540976524353,1.36073207855225,-2.07240271892047,1.69661697242318E+018,
7.55099964141846,1.35479938983917,-1.97601189478463,1.69661697247309E+018,
7.54844522476196,1.34863352775574,-1.8796210706488,1.69661697252408E+018,
7.54728746414185,1.34314918518066,-1.78323024651296,1.69661697257106E+018,
7.54584217071533,1.33666908740997,-1.68683942237713,1.6966169726212E+018,
7.54556798934937,1.33098244667053,-1.59044859824129,1.69661697266444E+018,
7.54553031921387,1.32465958595276,-1.49405777410545,1.6966169727148E+018,
7.54654455184937,1.31585097312927,-1.39766694996962,1.69661697278233E+018,
7.547447681427,1.31092417240143,-1.30127612583378,1.69661697282426E+018,
7.54950332641602,1.30535316467285,-1.20488530169795,1.69661697287336E+018,
7.55210828781128,1.299196600914,-1.10849447756211,1.69661697292305E+018,
7.55517482757568,1.2931627035141,-1.01210365342628,1.69661697297306E+018,
7.55886173248291,1.28772985935211,-0.91571282929044,1.69661697302385E+018,
7.56215524673462,1.28348314762115,-0.819322005154604,1.69661697306347E+018,
7.56658792495728,1.27841866016388,-0.722931181018768,1.69661697311408E+018,
7.57372331619263,1.27251982688904,-0.626540356882933,1.69661697318337E+018,
7.5777759552002,1.26992046833038,-0.530149532747097,1.69661697322306E+018,
7.58373832702637,1.26630127429962,-0.433758708611261,1.69661697327405E+018,
7.59017753601074,1.26381027698517,-0.337367884475426,1.69661697332304E+018,
7.59648942947388,1.26150667667389,-0.24097706033959,1.69661697337306E+018,
7.60289764404297,1.26004600524902,-0.144586236203754,1.69661697342319E+018,
7.6083869934082,1.2591917514801,-0.0481954120679184,1.69661697346297E+018,
7.61508655548096,1.25864124298096,0.0481954120679173,1.69661697351363E+018,
7.62527322769165,1.25919485092163,0.144586236203753,1.69661697358304E+018,
7.63090991973877,1.26034891605377,0.240977060339589,1.69661697362319E+018,
7.63801574707031,1.26211845874786,0.337367884475424,1.69661697367406E+018,
7.6444878578186,1.26487374305725,0.43375870861126,1.69661697372307E+018,
7.65055227279663,1.26778185367584,0.530149532747096,1.69661697377311E+018,
7.65626668930054,1.27112281322479,0.626540356882932,1.69661697382344E+018,
7.66096830368042,1.27448236942291,0.722931181018767,1.69661697386363E+018,
7.66635704040527,1.27912259101868,0.819322005154603,1.69661697391481E+018,
7.67270612716675,1.28661417961121,0.915712829290439,1.69661697398343E+018,
7.67617321014404,1.2914913892746,1.01210365342627,1.69661697402343E+018,
7.68002462387085,1.29778623580933,1.10849447756211,1.6966169740746E+018,
7.68272304534912,1.30379140377045,1.20488530169795,1.69661697412348E+018,
7.68535852432251,1.31138873100281,1.30127612583378,1.69661697417351E+018,
7.68728828430176,1.31882882118225,1.39766694996962,1.69661697422318E+018,
7.68838787078857,1.32426655292511,1.49405777410545,1.69661697426336E+018,
7.68899440765381,1.33143174648285,1.59044859824129,1.69661697431292E+018,
7.68853950500488,1.34233999252319,1.68683942237712,1.69661697438378E+018,
7.68763446807861,1.34829115867615,1.78323024651296,1.69661697442301E+018,
7.68610954284668,1.3553192615509,1.8796210706488,1.69661697447349E+018,
7.68377828598022,1.36217558383942,1.97601189478463,1.69661697452349E+018,
7.68027830123901,1.36964666843414,2.07240271892047,1.69661697457352E+018,
7.67625856399536,1.37668013572693,2.1687935430563,1.69661697462316E+018,
7.67253494262695,1.38147127628326,2.26518436719214,1.69661697466372E+018,
7.66755723953247,1.38743627071381,2.36157519132797,1.69661697471323E+018,
7.65990591049194,1.39477574825287,2.45796601546381,1.69661697478325E+018,
7.65486192703247,1.39864599704742,2.55435683959965,1.69661697482308E+018,
7.64813137054443,1.40297055244446,2.65074766373548,1.69661697487307E+018,
7.64125537872314,1.40643978118896,2.74713848787132,1.69661697492304E+018,
7.63375854492188,1.40939486026764,2.84352931200715,1.69661697497306E+018,
7.62591791152954,1.41177999973297,2.93992013614299,1.69661697502317E+018,
7.61941480636597,1.41309714317322,3.03631096027882,1.69661697506478E+018,
7.60884428024292,1.41380178928375,3.13270178441466,1.69661697513325E+018,
7.60073375701904,1.41366171836853,-3.13270178441466,1.69661697518308E+018,
7.59372758865356,1.41318094730377,-3.0348048536517,1.69661697522413E+018,
7.58617496490479,1.41114842891693,-2.93690792288874,1.69661697527307E+018,
7.5783634185791,1.40891075134277,-2.83901099212578,1.69661697532304E+018,
7.57027626037598,1.40566670894623,-2.74111406136283,1.69661697537308E+018,
7.56256151199341,1.40165448188782,-2.64321713059987,1.6966169754233E+018,
7.55689525604248,1.39813077449799,-2.54532019983691,1.69661697546474E+018,
7.55062580108643,1.39298021793365,-2.44742326907395,1.69661697551312E+018,
7.54232692718506,1.38507437705994,-2.34952633831099,1.69661697558306E+018,
7.53732824325562,1.37973499298096,-2.25162940754804,1.69661697562513E+018,
7.53290557861328,1.37278199195862,-2.15373247678508,1.69661697567307E+018,
7.52871751785278,1.36528599262238,-2.05583554602212,1.69661697572304E+018,
7.52520608901978,1.35787808895111,-1.95793861525916,1.69661697577307E+018,
7.52248382568359,1.34963369369507,-1.8600416844962,1.69661697582319E+018,
7.52018928527832,1.34235692024231,-1.76214475373325,1.69661697586544E+018,
7.51902627944946,1.33333277702332,-1.66424782297029,1.69661697591317E+018,
7.51882600784302,1.32198631763458,-1.56635089220733,1.69661697597907E+018,
7.51930570602417,1.31362020969391,-1.46845396144437,1.69661697602757E+018,
7.52076292037964,1.30446326732636,-1.37055703068141,1.69661697607707E+018,
7.52263593673706,1.29697382450104,-1.27266009991846,1.6966169761191E+018,
7.52545833587647,1.2885559797287,-1.1747631691555,1.69661697616908E+018,
7.52933931350708,1.28080701828003,-1.07686623839254,1.6966169762192E+018,
7.53357362747192,1.27324020862579,-0.978969307629581,1.69661697626747E+018,
7.53926229476929,1.26542472839355,-0.881072376866623,1.69661697631803E+018,
7.54413795471191,1.25958216190338,-0.783175446103664,1.69661697635807E+018,
7.55338668823242,1.25056219100952,-0.685278515340706,1.69661697642822E+018,
7.56097030639648,1.24482345581055,-0.587381584577748,1.69661697647808E+018,
7.56711530685425,1.24069046974182,-0.48948465381479,1.69661697651905E+018,
7.57664346694946,1.23566365242004,-0.391587723051832,1.69661697657417E+018,
7.58547973632813,1.23229598999023,-0.293690792288874,1.69661697662432E+018,
7.59271574020386,1.23054981231689,-0.195793861525916,1.69661697666343E+018,
7.60214138031006,1.22852826118469,-0.0978969307629576,1.69661697671309E+018,
7.61548566818237,1.22743213176727,4.71844785465692E-16,1.69661697678406E+018,
7.6230206489563,1.22781944274902,0.0978969307629586,1.69661697682333E+018,
7.63249158859253,1.22890985012054,0.195793861525917,1.69661697687308E+018,
7.64186000823975,1.23063397407532,0.293690792288875,1.69661697692307E+018,
7.65134048461914,1.23353826999664,0.391587723051833,1.69661697697308E+018,
7.66076040267944,1.23739373683929,0.489484653814791,1.69661697702408E+018,
7.66743278503418,1.24113893508911,0.587381584577749,1.69661697706361E+018,
7.67576360702515,1.24647068977356,0.685278515340707,1.69661697711299E+018,
7.68708324432373,1.25533258914948,0.783175446103665,1.69661697718503E+018,
7.69184398651123,1.26096844673157,0.881072376866623,1.69661697722312E+018,
7.69805526733398,1.26849019527435,0.978969307629582,1.69661697727308E+018,
7.70347309112549,1.27662467956543,1.07686623839254,1.69661697732308E+018,
7.70822620391846,1.28534853458405,1.1747631691555,1.69661697737309E+018,
7.71192073822022,1.29376912117004,1.27266009991846,1.6966169774191E+018,
7.71467208862305,1.30234181880951,1.37055703068141,1.69661697746345E+018,
7.71689128875732,1.31224453449249,1.46845396144437,1.69661697751349E+018,
7.71837282180786,1.32553040981293,1.56635089220733,1.69661697757905E+018,
7.71842956542969,1.33438360691071,1.66424782297029,1.69661697762313E+018,
7.71755647659302,1.34493267536163,1.76214475373325,1.69661697767309E+018,
7.71535396575928,1.35561633110046,1.8600416844962,1.69661697772309E+018,
7.71229791641235,1.36620533466339,1.95793861525916,1.69661697777314E+018,
7.70860052108765,1.37535035610199,2.05583554602212,1.69661697781908E+018,
7.70445013046265,1.38371109962463,2.15373247678508,1.69661697786351E+018,
7.69880437850952,1.39274084568024,2.25162940754804,1.6966169779137E+018,
7.68987703323364,1.40386629104614,2.34952633831099,1.69661697798008E+018,
7.68328714370728,1.41051924228668,2.44742326907395,1.69661697802327E+018,
7.67502498626709,1.41772902011871,2.54532019983691,1.6966169780731E+018,
7.66620302200317,1.42402696609497,2.64321713059987,1.69661697812306E+018,
7.65677690505981,1.42967700958252,2.74111406136283,1.69661697817409E+018,
7.64750003814697,1.43370842933655,2.83901099212579,1.69661697822013E+018,
7.63834524154663,1.43682718276978,2.93690792288874,1.69661697826358E+018,
7.62771701812744,1.4395238161087,3.0348048536517,1.69661697831338E+018,
7.61348295211792,1.44159007072449,3.13270178441466,1.69661697838007E+018,
7.60412788391113,1.44183385372162,-3.13270178441466,1.69661697842312E+018,
7.59338855743408,1.44138848781586,-3.0491630701636,1.6966169784731E+018,
7.58263158798218,1.43989479541779,-2.96562435591254,1.69661697852309E+018,
7.57262086868286,1.43754005432129,-2.88208564166149,1.69661697857017E+018,
7.56225442886353,1.43363332748413,-2.79854692741043,1.69661697862116E+018,
7.55351161956787,1.42988264560699,-2.71500821315937,1.69661697866379E+018,
7.54420375823975,1.42445778846741,-2.63146949890831,1.69661697871382E+018,
7.5322642326355,1.41557800769806,-2.54793078465726,1.69661697878107E+018,
7.52548980712891,1.40937852859497,-2.4643920704062,1.69661697882332E+018,
7.51795434951782,1.40090894699097,-2.38085335615514,1.69661697887314E+018,
7.51035261154175,1.39154458045959,-2.29731464190408,1.69661697892414E+018,
7.5040545463562,1.38198125362396,-2.21377592765302,1.69661697897111E+018,
7.49824666976929,1.37118303775787,-2.13023721340197,1.69661697902149E+018,
7.49404573440552,1.36189270019531,-2.04669849915091,1.69661697906321E+018,
7.49000263214111,1.35067915916443,-1.96315978489985,1.69661697911481E+018,
7.48676061630249,1.33517158031464,-1.87962107064879,1.69661697918092E+018,
7.48568248748779,1.32557141780853,-1.79608235639774,1.69661697922377E+018,
7.48557043075562,1.31372678279877,-1.71254364214668,1.69661697927312E+018,
7.4858455657959,1.30122578144073,-1.62900492789562,1.69661697932412E+018,
7.48762226104736,1.2896773815155,-1.54546621364456,1.69661697937219E+018,
7.49038124084473,1.27791237831116,-1.46192749939351,1.69661697942222E+018,
7.4932861328125,1.26814091205597,-1.37838878514245,1.69661697946576E+018,
7.4979043006897,1.25729751586914,-1.29485007089139,1.69661697951504E+018,
7.50591945648193,1.2431617975235,-1.21131135664033,1.6966169795821E+018,
7.51175308227539,1.23459386825562,-1.12777264238928,1.6966169796241E+018,
7.51958799362183,1.22484374046326,-1.04423392813822,1.6966169796751E+018,
7.52826404571533,1.21565365791321,-0.960695213887161,1.69661697972512E+018,
7.53749847412109,1.20815396308899,-0.877156499636104,1.6966169797731E+018,
7.54711294174194,1.20099341869354,-0.793617785385046,1.69661697982331E+018,
7.55533409118652,1.19588458538055,-0.710079071133988,1.69661697986306E+018,
7.56620264053345,1.19034838676453,-0.626540356882931,1.69661697991301E+018,
7.58253955841064,1.18392443656921,-0.543001642631873,1.69661697998303E+018,
7.59207201004028,1.18127346038818,-0.459462928380815,1.69661698002309E+018,
7.60426187515259,1.17843580245972,-0.375924214129758,1.69661698007415E+018,
7.61645603179932,1.17719781398773,-0.2923854998787,1.69661698012309E+018,
7.62893533706665,1.176997423172,-0.208846785627643,1.6966169801731E+018,
7.64159393310547,1.17766082286835,-0.125308071376585,1.69661698022339E+018,
7.65148782730103,1.17909646034241,-0.0417693571255274,1.69661698026299E+018,
7.66389179229736,1.18150353431702,0.0417693571255302,1.69661698031425E+018,
7.68060398101807,1.18712043762207,0.125308071376588,1.69661698038319E+018,
7.68980169296265,1.19100558757782,0.208846785627645,1.6966169804232E+018,
7.70133972167969,1.19672906398773,0.292385499878703,1.69661698047431E+018,
7.71204900741577,1.2037810087204,0.375924214129761,1.69661698052331E+018,
7.72232246398926,1.21155726909637,0.459462928380818,1.69661698057342E+018,
7.73178672790527,1.21989798545837,0.543001642631876,1.69661698062356E+018,
7.73914003372192,1.22753751277924,0.626540356882934,1.69661698066305E+018,
7.74787759780884,1.23783683776855,0.710079071133991,1.69661698071424E+018,
7.75792980194092,1.25311136245728,0.793617785385049,1.69661698078353E+018,
7.76321935653687,1.26230955123901,0.877156499636106,1.69661698082361E+018,
7.76889324188232,1.27434599399567,0.960695213887164,1.69661698087428E+018,
7.77343463897705,1.28657758235931,1.04423392813822,1.69661698092352E+018,
7.7771110534668,1.29914212226868,1.12777264238928,1.69661698097382E+018,
7.77975749969482,1.31189489364624,1.21131135664034,1.69661698102358E+018,
7.78128290176392,1.3223317861557,1.29485007089139,1.69661698106309E+018,
7.78263378143311,1.33575856685638,1.37838878514245,1.69661698111516E+018,
7.78174209594727,1.35448014736176,1.46192749939351,1.69661698118376E+018,
7.78070116043091,1.36503303050995,1.54546621364457,1.69661698122382E+018,
7.77815103530884,1.37851762771606,1.62900492789562,1.69661698127357E+018,
7.77488946914673,1.39177215099335,1.71254364214668,1.69661698132325E+018,
7.77064085006714,1.40468192100525,1.79608235639774,1.69661698137331E+018,
7.76560640335083,1.41734993457794,1.8796210706488,1.69661698142421E+018,
7.75812292098999,1.43182897567749,1.96315978489985,1.69661698148432E+018,
7.75366687774658,1.43872439861298,2.04669849915091,1.69661698151392E+018,
7.74249458312988,1.45461869239807,2.13023721340197,1.69661698158409E+018,
7.73523378372192,1.46315288543701,2.21377592765303,1.69661698162411E+018,
7.72558546066284,1.47296237945557,2.29731464190408,1.69661698167311E+018,
7.715172290802,1.48236668109894,2.38085335615514,1.6966169817231E+018,
7.70409250259399,1.49091625213623,2.4643920704062,1.69661698177313E+018,
7.69242143630981,1.49874269962311,2.54793078465726,1.69661698182322E+018,
7.68270778656006,1.50462913513184,2.63146949890832,1.69661698186474E+018,
7.66994142532349,1.51081466674805,2.71500821315937,1.69661698191326E+018,
7.65137481689453,1.51811277866364,2.79854692741043,1.69661698198315E+018,
7.64036846160889,1.52166962623596,2.88208564166149,1.69661698202427E+018,
7.62645292282105,1.52490448951721,2.96562435591255,1.69661698207415E+018,
7.61243152618408,1.52728426456451,3.0491630701636,1.69661698212317E+018,
7.59807348251343,1.52872681617737,3.13270178441466,1.69661698217313E+018,
