e, e_dot, e_int, stamp, 
0.3732560220598397, 9.247521996760289e-05, 0.0522407292733461, 1697835493745903852, 
0.3732560206641268, 9.246612716840367e-05, 0.03361729349782283, 1697835493797069355, 
0.37323027764924077, -0.00017427742590967146, 0.037476166019929424, 1697835493846309540, 
0.3712940770644427, -0.01103930741605666, 0.0404792008944459, 1697835493905711093, 
0.37116958900136143, -0.011871111445859022, 0.03743045925786187, 1697835493946956656, 
0.3754565040398715, 0.023238949657116603, 0.03733269403920098, 1697835494005895422, 
0.3509229386814005, -0.1390338792466431, 0.03988637984582302, 1697835494055980614, 
0.3511779713198591, -0.161575507255933, 0.03591569045905324, 1697835494105887376, 
0.3511057406877102, 0.00111627934293333, 0.03191763046694393, 1697835494146896192, 
0.35763975620645455, 0.014040865830138465, 0.0670938278827344, 1697835494295789279, 
0.36487502944631933, 0.03643177366520608, 0.09286993984485016, 1697835494406401122, 
0.33041888247159484, -0.09365164179867767, 0.0737372136278128, 1697835494505880045, 
0.32956457064982736, -0.11861164522009741, 0.06480672458966956, 1697835494596105532, 
0.336971352857025, 0.021628927228888022, 0.0630868710994313, 1697835494695718754, 
0.3093824620698007, -0.058699575204593235, 0.06823903782732745, 1697835494805874214, 
0.3051522654928481, -0.09758465787090886, 0.06665632993600484, 1697835494905879250, 
0.3033722987660985, -0.020676500301235246, 0.05820228829396087, 1697835494996097036, 
0.30194778720372745, -0.01132873562760559, 0.05770502170094525, 1697835495096016891, 
0.26560270020139093, -0.1148567573480803, 0.06095062397895702, 1697835495206048911, 
0.2619192719484613, -0.12238185764501926, 0.05807356810770065, 1697835495306055536, 
0.2579792706503658, -0.026864574915118688, 0.04975871389281314, 1697835495396088256, 
0.2248062549030178, -0.1256770937257769, 0.047058109387948605, 1697835495495626395, 
0.22080816169549472, -0.12315057076563883, 0.04926016305821654, 1697835495606124946, 
0.2135171578423108, -0.0364139951637877, 0.046203748200126904, 1697835495705920136, 
0.20684565375678243, -0.049005851051990575, 0.04060792114029749, 1697835495796126940, 
0.1723959456096954, -0.1391927235803511, 0.03763266628482044, 1697835495896382103, 
0.16488145026169965, -0.13741091548905426, 0.03804798997258459, 1697835496005902964, 
0.1590352065521582, -0.04236098489139024, 0.03466033387313218, 1697835496105889178, 
0.15636831547724472, -0.029222462573833097, 0.03063062701659394, 1697835496197230793, 
0.12020585290271824, -0.13217929754765428, 0.027557442593283982, 1697835496295674643, 
0.11358557721207241, -0.14246319688751663, 0.027141137438935363, 1697835496405923292, 
0.10435472546024316, -0.05079183077471592, 0.023696012731168798, 1697835496505903377, 
0.10091936542641966, -0.04332840241350951, 0.020322477368784918, 1697835496597127882, 
0.062134220499655224, -0.1427215403354163, 0.016984407878337868, 1697835496696448029, 
0.054240896219042156, -0.15420514117038517, 0.01512252075630921, 1697835496805911657, 
0.04689990494377472, -0.048508431965085745, 0.011399594078163253, 1697835496905903106, 
0.04330104352439146, -0.03778337187557963, 0.009153368866593846, 1697835496996023509, 
0.03853151632910523, -0.029125241967911896, 0.008181149003422502, 1697835497096557787, 
-0.0035167012322776525, -0.14390515230072723, 0.0054809840519647905, 1697835497205980374, 
-0.008998060841080235, -0.146376267390836, 0.0018155084475102556, 1697835497305904629, 
-0.010442408795339087, -0.023568447723707253, -0.0014619828592519204, 1697835497397029550, 
-0.012597634366809163, -0.012514029778266758, -0.0020342187680103805, 1697835497496385823, 
-0.01691924842287862, -0.020378654642421206, -0.00278275647473358, 1697835497605948905, 
-0.0584278260544947, -0.15159619560900842, -0.006141495238447365, 1697835497705886610, 
-0.06082931350795229, -0.14722983490685104, -0.008674121891914547, 1697835497797041987, 
-0.06100398896240544, -0.009371987120449558, -0.01140379487986147, 1697835497895674530, 
-0.0590389331255865, 0.005241857797268129, -0.012717948044700443, 1697835498007985607, 
-0.06260287172506507, -0.006426762511824942, -0.012737610630087421, 1697835498104892772, 
-0.06719362077479252, -0.028686711252197485, -0.011963187426670943, 1697835498198042966, 
-0.1025618571468726, -0.13786856304776157, -0.014733819482905848, 1697835498295122469, 
-0.09979354758724113, -0.1131879384990047, -0.018768848335743975, 1697835498406934632, 
-0.09790634991218716, 0.014739926086279609, -0.020896662066882715, 1697835498503906922, 
-0.09662477473729336, 0.011123221533101682, -0.01855382195462104, 1697835498596050500, 
-0.09767865257363839, 0.0010705513115183054, -0.018571514340295685, 1697835498694573174, 
-0.10011563229786435, -0.010850219926197599, -0.020612793989124877, 1697835498806085754, 
-0.1312191444400611, -0.11326141361025965, -0.022958971983295287, 1697835498903916957, 
-0.12445343349101112, -0.08149933655186688, -0.022529275720905028, 1697835498996052215, 
-0.11892128461057339, 0.04320316462202125, -0.023800715961321064, 1697835499094529124, 
-0.11447798857503966, 0.03200889986116575, -0.025047137500428144, 1697835499206030821, 
-0.11427075405040976, 0.01399601951595575, -0.024152550454029743, 1697835499302938379, 
-0.11253067538835282, 0.006941857750154801, -0.02161710975763032, 1697835499396054965, 
-0.1105882521485525, 0.012914403934110195, -0.02136419087949392, 1697835499492904392, 
-0.10378442322389714, 0.026749141491773532, -0.022870829551804854, 1697835499605941124, 
-0.13146640727409514, -0.07509077666908365, -0.024209744021463742, 1697835499702913138, 
-0.12698853892370732, -0.07910420836953046, -0.022938006191411682, 1697835499795909483, 
-0.12227522256174295, 0.03155745716659025, -0.02466007755777755, 1697835499897224592, 
-0.11926385751729168, 0.02469358192218812, -0.025868589594745754, 1697835500006492801, 
-0.1151146087660499, 0.023456032093697805, -0.024513230550059377, 1697835500103418146, 
-0.11384048603207114, 0.018835788300825846, -0.022046452237751504, 1697835500196428921, 
-0.109621528658366, 0.017428045185858193, -0.022837142677289868, 1697835500305769470, 
-0.10082092016268868, 0.042238476318928575, -0.02261332999042464, 1697835500405628921, 
-0.1270559008868557, -0.061216288851875716, -0.022093776191333736, 1697835500502159552, 
-0.120740267025989, -0.06808889813074537, -0.02208823646469386, 1697835500595707697, 
-0.11501156207247776, 0.04144371106954764, -0.023506540427131652, 1697835500696531434, 
-0.1094377943107307, 0.03586097834948921, -0.02423479083026419, 1697835500806329244, 
-0.10436488996670573, 0.03454665642866477, -0.022549792534978314, 1697835500902268802, 
-0.09979475665690835, 0.03386369237563581, -0.019835369820657336, 1697835500996082417, 
-0.09652077275178217, 0.027122007573906395, -0.019452593097513588, 1697835501096354534, 
-0.09070363461457176, 0.028531354678448126, -0.020105448951905372, 1697835501206229872, 
-0.08366714075966414, 0.04092891581357085, -0.019018543328098582, 1697835501306976203, 
-0.10816358319347419, -0.06820434064978505, -0.01789390288910668, 1697835501396230511, 
-0.10383921774685356, -0.0771122137436283, -0.01868052054542036, 1697835501496517153, 
-0.10113584104578616, 0.022608907333403885, -0.021888970798835224, 1697835501605936065, 
-0.09514050341614982, 0.028219308446304787, -0.020950311706809954, 1697835501705939599, 
-0.0909032337185049, 0.03564367448422131, -0.01820690171466976, 1697835501796133103, 
-0.0867016932602262, 0.029598247900306147, -0.01733504696699884, 1697835501896612421, 
-0.0834039113921976, 0.023984450520709587, -0.01826197746635306, 1697835502006033782, 
-0.07466614750832157, 0.03916450852350658, -0.0170889114621007, 1697835502106059524, 
-0.06915039810784507, 0.04952609407114597, -0.01439959021572687, 1697835502196152098, 
-0.0641432493986735, 0.03544955195483195, -0.013936982024691107, 1697835502307112550, 
-0.057663927550091865, 0.03689106480127736, -0.01335490171088806, 1697835502405961555, 
-0.08230930488559762, -0.059468532709412734, -0.013599192495348331, 1697835502506986549, 
