x, y, theta, stamp, 
-0.9546698927879333, -0.04035820811986923, 0.008081684593549448, 1697835425392605630, 
-0.9546698927879333, -0.04035820811986923, 0.008081678074110062, 1697835425503394441, 
-0.9546698927879333, -0.04035820811986923, 0.008081666897853635, 1697835425703604425, 
-0.9540198445320129, -0.04041992127895355, 0.011638007894106605, 1697835425743323352, 
-0.9412423372268677, -0.03993876650929451, 0.031058062760742643, 1697835425863356808, 
-0.9349116086959839, -0.03938324376940727, 0.039349030271036534, 1697835425902944830, 
-0.927309513092041, -0.038931705057621, 0.05006721419151599, 1697835425943178810, 
-0.9136084914207458, -0.038224540650844574, 0.06963757619231947, 1697835426003196899, 
-0.8996440768241882, -0.036977093666791916, 0.0883567861191461, 1697835426052296953, 
-0.8840336799621582, -0.03564324975013733, 0.10895949826134915, 1697835426103208261, 
-0.8713095784187317, -0.03424805402755737, 0.12725482454593093, 1697835426143278089, 
-0.8556760549545288, -0.03236040472984314, 0.14843489395897128, 1697835426193306483, 
-0.82249516248703, -0.027228359133005142, 0.18935653677222247, 1697835426303157507, 
-0.8074086308479309, -0.024277260527014732, 0.20780225764521068, 1697835426351826130, 
-0.7775605320930481, -0.01761149987578392, 0.2449398832732958, 1697835426452185677, 
-0.7507831454277039, -0.010672135278582573, 0.27621513257556846, 1697835426542278745, 
-0.7154561281204224, -0.00025439076125621796, 0.3198161439344235, 1697835426663296246, 
-0.6889522671699524, 0.008589277975261211, 0.3556155879255688, 1697835426754350934, 
-0.6606664061546326, 0.019382290542125702, 0.39160279828682654, 1697835426852190285, 
-0.6351144313812256, 0.030170327052474022, 0.42046393851722275, 1697835426942277766, 
-0.6071245670318604, 0.042938780039548874, 0.4553398921103501, 1697835427042201218, 
-0.5770126581192017, 0.058219026774168015, 0.49036214114473464, 1697835427153274065, 
-0.5505118370056152, 0.07276248931884766, 0.5216634749417443, 1697835427252188831, 
-0.5267123579978943, 0.08677172660827637, 0.5442369153146347, 1697835427343276232, 
-0.49496132135391235, 0.10639680176973343, 0.574325293668888, 1697835427463227380, 
-0.4722035527229309, 0.12161985784769058, 0.5951677923529266, 1697835427553326577, 
-0.4471282958984375, 0.1388775259256363, 0.6205786281389506, 1697835427652192017, 
-0.4243094325065613, 0.15541014075279236, 0.6375597646428317, 1697835427742287015, 
-0.40019679069519043, 0.17353254556655884, 0.6548545362278128, 1697835427842409686, 
-0.37377500534057617, 0.19428615272045135, 0.6698900996491731, 1697835427953234267, 
-0.350013792514801, 0.21343739330768585, 0.6846235990945299, 1697835428052187694, 
-0.32874220609664917, 0.23108629882335663, 0.6955158083818893, 1697835428143005213, 
-0.3007972836494446, 0.25453177094459534, 0.705312622236873, 1697835428261973535, 
-0.2792716324329376, 0.2728452682495117, 0.7141670416747146, 1697835428353645211, 
-0.2564060688018799, 0.29273444414138794, 0.7197518376666597, 1697835428452601101, 
-0.23580481112003326, 0.31089550256729126, 0.7232107422712788, 1697835428544481275, 
-0.21256403625011444, 0.33133554458618164, 0.7261387081723276, 1697835428645519391, 
-0.18782731890678406, 0.35320916771888733, 0.7230813935550069, 1697835428753822540, 
-0.1654636114835739, 0.37284430861473083, 0.7238722675072287, 1697835428850614915, 
