acc_x, acc_y, angular_z, stamp, 
-0.006968021392822266,-0.010388016700744629,5.91215650813735e-06,1696622995649899626,
-0.007018685340881348,-0.02296549081802368,5.965055575795275e-06,1696622995659897915,
-0.00837475061416626,-0.04440867900848389,5.982212948901043e-06,1696622995669867476,
-0.021207571029663086,0.002316415309906006,5.946097962494597e-06,1696622995679897354,
-0.01725703477859497,-0.010157644748687744,1.1905473750951394e-05,1696622995689913075,
-0.015365540981292725,0.00964975357055664,3.0407260586193056e-09,1696622995700023135,
-0.004474461078643799,0.011477470397949219,2.5105258914259247e-09,1696622995711750860,
-0.011652886867523193,0.02044498920440674,3.378529101380682e-09,1696622995719934476,
0.006551563739776611,0.025808334350585938,2.6010855443703816e-09,1696622995730106786,
0.00846409797668457,0.02035701274871826,6.018445667085997e-06,1696622995740014566,
-0.018617212772369385,0.02920764684677124,5.980715767163906e-06,1696622995749984666,
0.03194773197174072,0.0075691938400268555,5.860096736904025e-06,1696622995760159721,
0.00824826955795288,-0.0033419132232666016,2.0960955224650906e-09,1696622995770039817,
0.019274234771728516,0.00018703937530517578,2.020127236421749e-09,1696622995780050784,
0.0029587149620056152,-0.041159212589263916,1.7089406204105061e-09,1696622995791583399,
0.008728861808776855,-0.024936318397521973,6.944205488151467e-06,1696622995800169531,
-0.013127744197845459,-0.033881962299346924,5.9333211544169646e-06,1696622995810218435,
-0.04150813817977905,-0.04270792007446289,4.839252970404261e-06,1696622995822539110,
-0.0004888176918029785,-0.0013166069984436035,2.3291067735775544e-09,1696622995830142511,
0.0015881657600402832,0.022131621837615967,1.7162917260329211e-09,1696622995840177070,
-0.012869775295257568,0.013185620307922363,1.727923791291698e-09,1696622995850125150,
-0.01630765199661255,0.015013158321380615,1.5781735965931516e-09,1696622995860183418,
0.01426607370376587,0.04191315174102783,5.297513990843177e-06,1696622995871437618,
0.010683596134185791,0.013116836547851562,6.803354813842056e-06,1696622995880200787,
-0.005316674709320068,0.002297520637512207,1.4508770431530542e-09,1696622995889273187,
0.00899595022201538,0.012995123863220215,9.595528066818191e-10,1696622995902692112,
-0.00700223445892334,-0.017564058303833008,1.5669554222966436e-09,1696622995910215023,
0.005372583866119385,-0.03553134202957153,5.858501333578666e-06,1696622995920391026,
-0.01936519145965576,-0.008525729179382324,6.044393848840923e-06,1696622995930254079,
-0.04294300079345703,-0.012108981609344482,6.585706826388452e-06,1696622995939306271,
-0.03718060255050659,0.005905747413635254,7.6880396923086e-10,1696622995951959276,
-0.010183393955230713,-0.024572908878326416,1.1709014682495757e-09,1696622995959337418,
0.0008178949356079102,0.0060204267501831055,5.957311766275118e-06,1696622995969343984,
-0.0025672316551208496,0.024000585079193115,4.455604282764421e-06,1696622995982723000,
0.024416089057922363,0.02755814790725708,7.992719328742505e-10,1696622995990338105,
-0.000649571418762207,0.0113486647605896,5.235422991228382e-10,1696622996000390794,
-0.00243377685546875,0.013077259063720703,4.836698972800172e-10,1696622996010380136,
0.010364234447479248,0.029159843921661377,5.910234225076253e-06,1696622996020465882,
0.03868663311004639,-0.0032990574836730957,3.6649305949759177e-10,1696622996031816524,
0.0229189395904541,-0.01947110891342163,4.822531113880603e-10,1696622996040412607,
-0.01514732837677002,-0.017731070518493652,3.9449005474170855e-10,1696622996050711954,
-0.030918896198272705,-0.0033407211303710938,4.87708813329299e-06,1696622996062934123,
-0.02020418643951416,-0.024883687496185303,7.929161792128446e-06,1696622996070451708,
-0.003971993923187256,-0.010477840900421143,3.0378522064027476e-10,1696622996080509141,
-0.02719634771347046,-0.021186351776123047,2.2940213101907796e-10,1696622996090466521,
