x, y, stamp, 
1.531999945640564,0.0,1696622996907568072,
1.5319416117769442,0.01336905190913932,1696622996907568072,
1.5237679360483227,0.02659746825925957,1696622996907568072,
1.521478403805465,0.039841314151261624,1696622996907568072,
1.5170752820866409,0.052977436227375746,1696622996907568072,
1.514557136312162,0.06612699266020482,1696622996907568072,
1.509927821311324,0.07913196399260715,1696622996907568072,
1.5051872922023992,0.09206119860831137,1696622996907568072,
1.5023315015507486,0.10505325238575083,1696622996907568072,
1.5013575464344069,0.11815940145840917,1696622996907568072,
1.4982767746275392,0.13108223260409543,1696622996907568072,
1.4950850643168403,0.14396031781742435,1696622996907568072,
1.4917828430524098,0.15679269490148018,1696622996907568072,
1.4903577835148811,0.16980482065186006,1696622996907568072,
1.4808788421572343,0.18182905838467775,1696622996907568072,
1.4792357170959616,0.19474507667616583,1696622996907568072,
1.4774799425077383,0.20764626437607883,1696622996907568072,
1.4756116521015965,0.2205316390090244,1696622996907568072,
1.4716556369060854,0.23308735440181935,1696622996907568072,
1.4675930098894245,0.24559084334454992,1696622996907568072,
1.4653939712320423,0.25838849449573326,1696622996907568072,
1.4630833371502476,0.2711664683626691,1696622996907568072,
1.458697937497918,0.28354215602939775,1696622996907568072,
1.4561680540602824,0.2962607389458984,1696622996907568072,
1.453527277787546,0.3089567604601081,1696622996907568072,
1.4488232429096546,0.3211963800661062,1696622996907568072,
1.4479138595877254,0.33427725366865096,1696622996907568072,
1.4507759054688216,0.34830047908828665,1696622996907568072,
1.4573841558822016,0.3633666809614043,1696622996907568072,
1.4909473292503843,0.38558519669260083,1696622996907568072,
1.5107080024490678,0.40479298925546253,1696622996907568072,
1.5360269249537424,0.42597796662643256,1696622996907568072,
1.5860817753799612,0.4548016305263422,1696622996907568072,
1.6031466451629117,0.47487367070044023,1696622996907568072,
1.627630715625162,0.497616647851128,1696622996907568072,
1.6918939170136578,0.5334521029461261,1696622996907568072,
1.7195101515306979,0.5587027161047534,1696622996907568072,
1.7506054259086157,0.5857443818039566,1696622996907568072,
1.8210687757025672,0.6270442651739981,1696622996907568072,
1.8588890231306945,0.6582671273640258,1696622996907568072,
