x, y, theta, stamp, 
0.8718187808990479, 0.7689297199249268, 1.0598810747902723, 1697835144598088048, 
0.873576283454895, 0.7722054123878479, 1.0598810747902723, 1697835144689159865, 
0.8757150769233704, 0.7755847573280334, 1.0607651384543342, 1697835144788116944, 
0.8778591752052307, 0.7795682549476624, 1.0601350029894512, 1697835144899132600, 
0.8796888589859009, 0.7830410003662109, 1.0601358177496267, 1697835144998205140, 
0.8814563751220703, 0.7859849333763123, 1.0601358177474183, 1697835145089053503, 
0.8832192420959473, 0.7892987132072449, 1.0607926017411848, 1697835145190120920, 
0.8850761651992798, 0.7928158044815063, 1.0616354825180168, 1697835145298112286, 
0.8870390057563782, 0.7960169315338135, 1.0624777651396753, 1697835145398111660, 
0.888512909412384, 0.7988502383232117, 1.0624777651396753, 1697835145489057850, 
0.8901277184486389, 0.8019444942474365, 1.0624777651396753, 1697835145588091545, 
0.8924543261528015, 0.8055869340896606, 1.0624777651396753, 1697835145698115906, 
0.8940837979316711, 0.8085833787918091, 1.0624777651396753, 1697835145799100459, 
0.8954020142555237, 0.8111074566841125, 1.0624777651396753, 1697835145890070691, 
0.8975120186805725, 0.814719557762146, 1.0621156804485885, 1697835146009156436, 
0.8991517424583435, 0.8175868988037109, 1.0621156804485885, 1697835146099024143, 
0.9006760120391846, 0.8203030824661255, 1.0621156804485885, 1697835146199258688, 
0.9020472764968872, 0.8227986097335815, 1.0621156804485885, 1697835146289466808, 
0.9038215279579163, 0.8259977698326111, 1.0621156804485885, 1697835146409147636, 
0.9051046967506409, 0.8286420106887817, 1.0621156804485885, 1697835146498127557, 
0.9064557552337646, 0.8310584425926208, 1.0621156804485885, 1697835146599110749, 
0.907891035079956, 0.833339512348175, 1.0621156804485885, 1697835146690127718, 
0.9097832441329956, 0.8366321921348572, 1.0621156804485885, 1697835146809171666, 
0.9109712243080139, 0.8390160799026489, 1.0607510875007637, 1697835146899166861, 
0.9123419523239136, 0.8415229916572571, 1.0607510875007637, 1697835146999097854, 
0.913713276386261, 0.8437822461128235, 1.0607510875007637, 1697835147089138431, 
0.9154461622238159, 0.8469363451004028, 1.0607510875007637, 1697835147209144544, 
0.9167153239250183, 0.8491622805595398, 1.0609967496422725, 1697835147299150041, 
0.9182263016700745, 0.8517844080924988, 1.0609967496422725, 1697835147399146916, 
0.9196078777313232, 0.854105532169342, 1.0609967496422725, 1697835147489148007, 
0.9213245511054993, 0.8573872447013855, 1.0609476564916087, 1697835147609150997, 
0.9225063323974609, 0.8595467805862427, 1.0609476564916087, 1697835147699137583, 
0.9240077137947083, 0.8620054721832275, 1.0609476564916087, 1697835147799140736, 
0.9253814816474915, 0.864353358745575, 1.0609476564916087, 1697835147889158947, 
0.927021324634552, 0.8675240874290466, 1.0609476564916087, 1697835148009163561, 
0.9282495975494385, 0.8697059154510498, 1.0614380121628657, 1697835148100146967, 
0.9296522736549377, 0.8722967505455017, 1.0614380121628657, 1697835148199167887, 
0.9311138391494751, 0.8747808933258057, 1.06205894408198, 1697835148289535983, 
0.9327641129493713, 0.8778948187828064, 1.0624604083486824, 1697835148409194700, 
0.9341477751731873, 0.880282998085022, 1.063278993778585, 1697835148499150304, 
0.9357047080993652, 0.8828999996185303, 1.0640608123892072, 1697835148599330951, 
0.9369615912437439, 0.8852452635765076, 1.0643083275425063, 1697835148689172498, 
0.9386361241340637, 0.888314962387085, 1.0646198568809828, 1697835148808725686, 
0.939852774143219, 0.8905758261680603, 1.0649331122413024, 1697835148899692166, 
0.9414340257644653, 0.8933030962944031, 1.0660610078141202, 1697835148999609660, 
0.9425477385520935, 0.895456075668335, 1.0668941018891136, 1697835149089214649, 
0.944291889667511, 0.8985344171524048, 1.0662867161891207, 1697835149208644480, 
0.9456849098205566, 0.9008800387382507, 1.0654347910773847, 1697835149300631611, 
0.9472765326499939, 0.9036552309989929, 1.0652563833984692, 1697835149399601900, 
0.9485724568367004, 0.9060291051864624, 1.065552869818128, 1697835149489202059, 
0.9501494765281677, 0.9089453816413879, 1.0654770613303375, 1697835149609588099, 
0.9515339136123657, 0.9112672209739685, 1.0663063976585245, 1697835149699548725, 
0.9530767798423767, 0.9139636754989624, 1.0667841876688564, 1697835149798394220, 
0.9543129205703735, 0.9161707162857056, 1.0662986410283357, 1697835149890438009, 
0.9557332992553711, 0.9187642335891724, 1.0661916554626334, 1697835149991495474, 
0.957527220249176, 0.9218447208404541, 1.066694765176928, 1697835150100154040, 
0.958861768245697, 0.9243532419204712, 1.0667417058736421, 1697835150196368954, 
0.960136353969574, 0.9265708327293396, 1.066346272856722, 1697835150288634884, 
0.9615070819854736, 0.9291073679924011, 1.066070557514699, 1697835150390352331, 
0.9631887674331665, 0.9320821166038513, 1.0662499945244164, 1697835150499173045, 
0.9646478295326233, 0.9347250461578369, 1.0666379664064882, 1697835150597208214, 
0.9659852981567383, 0.9371667504310608, 1.0674031487887494, 1697835150689278531, 
0.9674856066703796, 0.9398916959762573, 1.06840251307725, 1697835150788626824, 
0.9691200256347656, 0.9429575204849243, 1.0687993034338539, 1697835150899295874, 
0.9706519842147827, 0.9457566142082214, 1.0707425192505136, 1697835150997214631, 
0.9719153642654419, 0.948204755783081, 1.0734886097055254, 1697835151089381432, 
0.9733790755271912, 0.9510221481323242, 1.075596250261522, 1697835151189393209, 
0.9752253890037537, 0.9543031454086304, 1.0789212417153125, 1697835151299361576, 
0.9765357971191406, 0.9568411111831665, 1.0805385488113282, 1697835151400197994, 
