imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.0034880638122558594, -0.011330485343933105, -0.00034880638122558594, 6.874659617803825e-13, 2.5465136847816694e-07, 2.699635842873249e-06, 0.0, 0.0, 1700249258731231943, 
0.005907297134399414, -0.00578385591506958, 0.0007416196484209595, 1.29862123335599e-10, 1.4784869543783405e-05, 8.783447358194794e-06, -8.041892316939871e-08, 0.0, 1700249258781955285, 
-0.0006101727485656738, -0.02501821517944336, 0.0004406055524178576, 5.75462398496734e-10, 4.967693585320847e-05, 1.1584096092343158e-05, -4.778742736859871e-07, 7.760839587909483e-14, 1700249258831246418, 
1.037177562713623, -0.06213176250457764, 0.25874903999612536, 4.3121958173725407e-07, 0.021447780905558697, 2.010555701011909e-05, 0.000308074326145245, 1.0734938869265456e-09, 1700249258878910590, 
0.7910062670707703, -0.21907508373260498, 0.39892461240446975, -0.0038967218645906943, 0.056384217605304265, -0.06911015227466978, 0.0020188836730100366, -1.300276896596965e-05, 1700249258991288700, 
0.2839326858520508, -0.39759284257888794, 0.36762331296514317, -0.0184684726957332, 0.09274492782021192, -0.1991318892558172, 0.0075522388679266274, -0.00017074908119178093, 1700249259042281600, 
1.1773931980133057, -1.080981731414795, 0.5976213468594037, -0.10630281831632686, 0.2196644195743737, -0.4839328031471888, 0.029962008560197054, -0.0013199005904433068, 1700249259231317442, 
0.168701171875, -0.9585386514663696, 0.4870163064884637, -0.27278015974835923, 0.35241019137168544, -0.7740416322428634, 0.06955736602538339, -0.0060198355326510095, 1700249259342012191, 
0.03213322162628174, -0.6679230332374573, 0.3614797599142331, -0.42744360826414085, 0.3987250930348277, -1.0720258537297642, 0.10547300834306186, -0.016537904495372742, 1700249259442735164, 
-0.7343026995658875, -0.3688340187072754, 0.048909665885800535, -0.4173854250884322, 0.339465196529777, -1.229538195241232, 0.1295152581851905, -0.029721088517474435, 1700249259531688476, 
-0.7221402525901794, -0.7830520868301392, -0.15930111049665366, -0.5091438442710733, 0.38586938173406277, -1.319471998485669, 0.17080244084246815, -0.050579941624460466, 1700249259631349200, 
0.1047365665435791, -0.4774109125137329, -0.0890100620554123, -0.48267634650085295, 0.3426094577171038, -1.4088237660368494, 0.19267047686764055, -0.07257991308040207, 1700249259741755619, 
-0.08328747749328613, -0.318794846534729, -0.09344752580876958, -0.4183658614949537, 0.2791492453983124, -1.4987175082561874, 0.20595203900501843, -0.09327414148123307, 1700249259841614896, 
-0.09216910600662231, -0.15252697467803955, -0.09872440696597394, -0.3252759454546285, 0.22798426375643266, -1.426747355695293, 0.21938079214302747, -0.11250170404035742, 1700249259931928750, 
-0.4067743420600891, -0.6951932907104492, -0.17179355527107346, -0.42510612438856016, 0.3179109763280135, -1.337186055350115, 0.24261341411901852, -0.14442050311339366, 1700249260031618108, 
0.38415634632110596, -0.6882035732269287, -0.008317523913715846, -0.47877593950899805, 0.3827888746865798, -1.2507571958589723, 0.25921290064361857, -0.18233167529642474, 1700249260126337686, 
0.08437687158584595, -0.3165781497955322, 0.01387463103291111, -0.4119604029432634, 0.3595176023022515, -1.1458699109728778, 0.26982243796513594, -0.21770669684611502, 1700249260241256723, 
-0.1605854034423828, -0.2199314832687378, -0.0385747386871111, -0.3505994348972489, 0.3306803502749069, -1.0602366744978422, 0.2765314070602555, -0.2513554099179553, 1700249260331260783, 
-0.08428448438644409, 0.17552286386489868, -0.061884391070875185, -0.2339552777126511, 0.24523959786137128, -0.953986549288427, 0.27879938569096885, -0.27543839080891075, 1700249260431431286, 
-0.24377483129501343, -0.849928617477417, -0.09619216395840133, -0.336241966228009, 0.3726146909879989, -0.90238515646405, 0.2813271470745449, -0.32084758927969703, 1700249260532266882, 
0.13308250904083252, -0.33750396966934204, -0.03194327886747711, -0.3098454206475082, 0.37380875834867017, -0.828887536012465, 0.27824295577513497, -0.3599929498239078, 1700249260641505463, 
-0.18339592218399048, -0.6327492594718933, -0.0677792324793082, -0.34039697158283316, 0.42268724821153825, -0.8053163965156526, 0.27115607200682484, -0.40615853537579116, 1700249260731457321, 
-0.2108767032623291, -0.23160392045974731, -0.11141456089592106, -0.29250550931452873, 0.38253479768020304, -0.764650722204524, 0.2615343288153928, -0.4432226972654316, 1700249260831402253, 
0.0022076964378356934, -0.03474003076553345, -0.08548416285235497, -0.2324804707609951, 0.32617001894619396, -0.712758553076412, 0.2512910664003776, -0.4725320716210629, 1700249260931280510, 
-0.13382196426391602, 0.3441268801689148, -0.10910534458861643, -0.14914050167133341, 0.23055863496410667, -0.6468658252359604, 0.24359208580477845, -0.4899317129601327, 1700249261041384349, 
-0.7108739614486694, -0.3541494607925415, -0.2710499825508528, -0.16348787445169044, 0.2598725687200924, -0.6291078556574492, 0.23049352925082994, -0.5215366075295336, 1700249261131306397, 
-0.3115465044975281, -0.17159759998321533, -0.28024635161113337, -0.15325254092593815, 0.2515307115454861, -0.6092796381972799, 0.21627963468935837, -0.548071282314343, 1700249261231460487, 
0.06294983625411987, -0.45266014337539673, -0.17852079642101135, -0.17309710014875757, 0.28516861180184644, -0.6069991330919569, 0.1979026281477541, -0.5775469861790183, 1700249261341281929, 
-0.20108133554458618, -0.42037129402160645, -0.18145933310560589, -0.17484099988366344, 0.29804005989424265, -0.5866359037295339, 0.17797605931382351, -0.6062827534567489, 1700249261441450606, 
-0.06662756204605103, 0.10050880908966064, -0.1543587771797187, -0.1290407182302238, 0.23880547561253798, -0.540359126603916, 0.1639246277656065, -0.622830119533199, 1700249261531283792, 
