x, y, theta, stamp, 
-0.9924148917198181, -0.9702082872390747, -1.8307439914528745, 1697830341052899961, 
-0.9924148917198181, -0.9702082872390747, -1.8307439843878879, 1697830341094884718, 
-0.9924154281616211, -0.9702085256576538, -1.8307395086934117, 1697830341144894483, 
-0.9925716519355774, -0.9702996015548706, -1.8293705501944346, 1697830341194004287, 
-0.9930686950683594, -0.9728869795799255, -1.8112403586493009, 1697830341253214730, 
-0.9940630197525024, -0.97735595703125, -1.7887572213323744, 1697830341303881292, 
-0.9952389001846313, -0.9827336072921753, -1.758301381889621, 1697830341354881680, 
-0.9960514903068542, -0.9892290234565735, -1.72040473205865, 1697830341403926103, 
-0.9971545338630676, -0.9965422749519348, -1.678691849188846, 1697830341448907524, 
-0.9979680180549622, -1.005731463432312, -1.626267634885958, 1697830341499894406, 
-0.9980443716049194, -1.0162057876586914, -1.5697735959150598, 1697830341548857287, 
-0.9979752898216248, -1.0283631086349487, -1.5075852382586827, 1697830341598008514, 
-0.9972726702690125, -1.0386571884155273, -1.4586877210785087, 1697830341638747818, 
-0.9916963577270508, -1.0715421438217163, -1.3153239988438459, 1697830341758888537, 
-0.984534502029419, -1.0953311920166016, -1.2080204167080812, 1697830341848910979, 
-0.9796153903007507, -1.1080304384231567, -1.1493838336302298, 1697830341898894584, 
-0.9611999988555908, -1.142780065536499, -0.9914346809408034, 1697830342038191665, 
-0.941953182220459, -1.1691433191299438, -0.8629617270289737, 1697830342153890134, 
-0.9236676692962646, -1.1891717910766602, -0.764841627426276, 1697830342248169176, 
-0.901517927646637, -1.2085732221603394, -0.6602255626550582, 1697830342348865943, 
-0.8797668218612671, -1.2242560386657715, -0.5699161007953348, 1697830342438829698, 
-0.8499135971069336, -1.241220474243164, -0.45713073509265795, 1697830342555885860, 
-0.8243579268455505, -1.25260591506958, -0.368423601703444, 1697830342647952942, 
-0.7958558797836304, -1.2626837491989136, -0.28199495770294974, 1697830342749899136, 
-0.78190016746521, -1.2665964365005493, -0.2437276917880443, 1697830342795034663, 
-0.7332889437675476, -1.2760272026062012, -0.11334663167384151, 1697830342955904072, 
-0.7046908140182495, -1.2785861492156982, -0.041492295664042236, 1697830343048918633, 
-0.6754764318466187, -1.278991460800171, 0.03249598302713302, 1697830343150904393, 
-0.6450080871582031, -1.2768243551254272, 0.10654718590716125, 1697830343258608771, 
-0.6233452558517456, -1.2740586996078491, 0.15875989356600892, 1697830343338831005, 
-0.5950958132743835, -1.2687562704086304, 0.22791704440937868, 1697830343447972550, 
-0.5704057812690735, -1.2622270584106445, 0.28976565311229063, 1697830343546921110, 
-0.5465434193611145, -1.2544400691986084, 0.35091072754651026, 1697830343638693969, 
-0.5186310410499573, -1.2434288263320923, 0.4233657111728606, 1697830343756893829, 
-0.50194251537323, -1.235620141029358, 0.46787734817297516, 1697830343850918411, 
-0.49350816011428833, -1.2312275171279907, 0.4916410052049866, 1697830343899918878, 
-0.469105064868927, -1.217183232307434, 0.5574675438363007, 1697830344038933247, 
-0.44991400837898254, -1.2044868469238281, 0.6088385560127904, 1697830344157893732, 
-0.4362175762653351, -1.1947104930877686, 0.6458665943127072, 1697830344250927983, 
-0.42275819182395935, -1.1842440366744995, 0.6809745425992167, 1697830344347909315, 
-0.4076975882053375, -1.1716053485870361, 0.7194780478090773, 1697830344460450728, 
-0.39402416348457336, -1.1592354774475098, 0.7538563458759571, 1697830344558926049, 
-0.38208675384521484, -1.1477309465408325, 0.7848236505740881, 1697830344649903927, 
-0.3702244162559509, -1.1357781887054443, 0.8149575486484367, 1697830344748191101, 
-0.3598795533180237, -1.1245743036270142, 0.8392779112694512, 1697830344838706220, 
-0.3466360569000244, -1.1094098091125488, 0.8701620330997971, 1697830344958913722, 
-0.33672234416007996, -1.097541332244873, 0.8939386402697436, 1697830345049899322, 
-0.3315504491329193, -1.0910618305206299, 0.9061553047495192, 1697830345098897233, 
-0.31808215379714966, -1.0734549760818481, 0.9395970607640591, 1697830345238740112, 
-0.3073676824569702, -1.058716893196106, 0.9648561699872819, 1697830345359913367, 
-0.2994420826435089, -1.0472358465194702, 0.9841311705052139, 1697830345450123848, 
-0.2909430265426636, -1.0344607830047607, 1.004247589701508, 1697830345548159890, 
-0.28394731879234314, -1.0234543085098267, 1.0196017128640422, 1697830345638446903, 
-0.2750619053840637, -1.0087285041809082, 1.0440827390577985, 1697830345759342820, 
-0.2686770260334015, -0.9975650310516357, 1.059888375732428, 1697830345848630317, 
-0.26168715953826904, -0.9849547147750854, 1.0770926423156229, 1697830345948240426, 
-0.2557435631752014, -0.9738695621490479, 1.0907396474720823, 1697830346039463292, 
-0.24827204644680023, -0.9593541026115417, 1.1085576021462424, 1697830346158942621, 
-0.2430700659751892, -0.9487522840499878, 1.1208746902852729, 1697830346248603158, 
-0.24025875329971313, -0.9428333640098572, 1.1271325125731642, 1697830346298129039, 
-0.23240713775157928, -0.9257977604866028, 1.1453571915470653, 1697830346439710259, 
-0.22612272202968597, -0.9118272066116333, 1.1586900946276824, 1697830346559558569, 
-0.22166702151298523, -0.9012794494628906, 1.1677237814717432, 1697830346648216622, 
-0.21658945083618164, -0.8894182443618774, 1.1795726717688293, 1697830346748898322, 
-0.2123674750328064, -0.8790134191513062, 1.189953016388122, 1697830346840442060, 
-0.20693126320838928, -0.865178644657135, 1.201675418952614, 1697830346959178379, 
-0.20321673154830933, -0.8548778891563416, 1.2075028698625974, 1697830347047961637, 
-0.20116883516311646, -0.8492536544799805, 1.212343104611386, 1697830347098928330, 
-0.1954692155122757, -0.8338677883148193, 1.2230763365696062, 1697830347240078714, 
-0.1907871961593628, -0.8205442428588867, 1.2315598374198335, 1697830347359973692, 
-0.18760523200035095, -0.810952365398407, 1.2371400426917063, 1697830347447948210, 
-0.18394094705581665, -0.8002870678901672, 1.2449361977015871, 1697830347549893788, 
