x, y, theta, stamp, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308657462873, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308705342135, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308753132460, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308801371222, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308849701151, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308913612788, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834308962455726, 
-0.9715259075164795, 0.9786657691001892, -0.36749530821545734, 1697834309009400320, 
-0.971232533454895, 0.9785947799682617, -0.36852038555525846, 1697834309057276186, 
-0.9688505530357361, 0.9776996374130249, -0.3718429068283122, 1697834309105299376, 
-0.9647592902183533, 0.9756724238395691, -0.37779017232359785, 1697834309153539939, 
-0.9519357085227966, 0.9695707559585571, -0.3992753980371254, 1697834309249175259, 
-0.9288744926452637, 0.9582381248474121, -0.4360235661328198, 1697834309362390680, 
-0.9033254981040955, 0.9449648857116699, -0.47992151482383555, 1697834309457284293, 
-0.8778171539306641, 0.9301542043685913, -0.5242936487952431, 1697834309553533858, 
-0.8532032370567322, 0.9147578477859497, -0.5663066654381601, 1697834309649970607, 
-0.8258592486381531, 0.8955737948417664, -0.615007957661547, 1697834309761517589, 
-0.8031378388404846, 0.8779492974281311, -0.658536275971535, 1697834309857299071, 
-0.7808314561843872, 0.8588377237319946, -0.7005975360628652, 1697834309954561580, 
-0.7594947814941406, 0.8395218253135681, -0.739049308598936, 1697834310050068708, 
-0.7348763942718506, 0.8153871297836304, -0.7713287719642985, 1697834310161325473, 
-0.7144028544425964, 0.794175922870636, -0.793227045777877, 1697834310257309356, 
-0.6938344836235046, 0.7728626132011414, -0.7990084258716378, 1697834310354576956, 
-0.6737987399101257, 0.7519091963768005, -0.8061111705164872, 1697834310449278331, 
-0.6502397060394287, 0.7265880107879639, -0.8123475660310404, 1697834310561366663, 
-0.6299880146980286, 0.7047829031944275, -0.8137126166863922, 1697834310657417187, 
-0.6086373329162598, 0.6824652552604675, -0.8044224830665959, 1697834310755564615, 
-0.5882299542427063, 0.6621968150138855, -0.7836809750704927, 1697834310849943742, 
-0.562638521194458, 0.6383861303329468, -0.7547313924337129, 1697834310961295454, 
-0.5405675172805786, 0.6189150810241699, -0.7346256885961544, 1697834311057294172, 
-0.5177549719810486, 0.5995240807533264, -0.7078021522508593, 1697834311153627086, 
-0.4946973919868469, 0.5809957981109619, -0.6837467753521416, 1697834311249230673, 
-0.4669891595840454, 0.5598087310791016, -0.6526208292590443, 1697834311361468478, 
-0.44209298491477966, 0.5421728491783142, -0.62481656739607, 1697834311457611829, 
-0.41756516695022583, 0.5257149338722229, -0.5963368665299806, 1697834311553950704, 
-0.3928776979446411, 0.5101011991500854, -0.5538383429375003, 1697834311649268685, 
