imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.01799088716506958, -0.010206341743469238, -0.00899544358253479, 0.0, 0.0, 0.0, 0.0, 0.0, 1700247613326593486, 
0.0035077333450317383, 0.009383141994476318, -0.0014883498795116301, -0.0, -0.0002593773241621999, 0.0, 1.2968866208109996e-05, 0.0, 1700247613366757923, 
0.023438632488250732, -0.023530006408691406, 0.013848325275311477, -1.6931154483253648e-09, 9.496095121865321e-05, -1.782959655097458e-05, -1.654204275092842e-05, 5.78074130535422e-12, 1700247613417736563, 
0.00021845102310180664, 0.01343381404876709, 0.005418893968952435, -2.543952272657418e-09, 0.0004219334613661469, -6.029273583613266e-06, -4.788759529888652e-05, 2.58765265573406e-11, 1700247613465627862, 
-0.3976392149925232, 0.00179290771484375, -0.24353462330341824, -3.831593106553252e-06, -0.003778703977821034, 0.0010139966319252975, 0.00034193296601468863, 6.205480125988639e-10, 1700247613516827319, 
0.3958565592765808, -0.007908642292022705, 0.1517332485921834, -0.0012865916105921468, -0.0022889942609911583, 0.5620772548529848, 0.0004899681433143687, -4.644837554472052e-06, 1700247613606898402, 
0.5594638586044312, -0.1759539246559143, 0.40274125820791523, -0.02965226417502428, -0.03252017313025369, 0.9118113872351628, -0.00320082646777333, -8.433522113580823e-05, 1700247613726743555, 
0.08980125188827515, -0.14305943250656128, 0.2087955728848951, -0.030209961397896522, -0.03205312187941528, 0.9424966938180693, -0.008112354137526433, -0.0005946815718467964, 1700247613816619682, 
0.05543529987335205, -0.015523850917816162, 0.11445337976502026, 0.007761736715206125, 0.007935726172497971, 0.9780751687356825, -0.010196037847724281, -0.0010913579232439791, 1700247613915934518, 
-0.08997726440429688, -0.011105060577392578, -0.011755388228440772, 0.02075986330580364, 0.02063439348225897, 1.006080616018714, -0.009137901164794106, -0.0007930466333667353, 1700247614025764454, 
0.5606201887130737, -0.04914897680282593, 0.3414994001869651, 0.010741121382366197, 0.010529871208897229, 1.0200619902445218, -0.008130462457128692, -0.0002789208339548708, 1700247614125612872, 
0.1782640814781189, -0.2562442421913147, 0.23863014362977358, -0.06264933388730913, -0.06370125219801945, 0.9834866933629441, -0.010600727657075946, -0.0014837098655514312, 1700247614216630520, 
0.22602933645248413, 0.3525061011314392, 0.23454040463658055, 0.1536018719439307, 0.1524132219201043, 1.0077988642248472, -0.0099955960882731, -0.0013816967954652219, 1700247614315626273, 
0.616820752620697, 0.24149346351623535, 0.47060143111315683, 0.23791727051787503, 0.1783382533177224, 1.3340787301197143, 0.0015354158837521052, 0.008543855680236757, 1700247614525615886, 
-0.06856000423431396, -0.1406160593032837, 0.13405547304680177, 0.0427523927970603, 0.03843283915503909, 1.1123922597702454, 0.009581780430978706, 0.01737149706500252, 1700247614617618978, 
0.45732492208480835, 0.41325074434280396, 0.33673572783893113, 0.21600644831855892, 0.20797287656026542, 1.0386279782785308, 0.014766088356600949, 0.024164410962669254, 1700247614714594000, 
1.3451544046401978, 0.24159663915634155, 0.9587829744651407, 0.25558147868243386, 0.2089611551190145, 1.2231052155931403, 0.023736567947875178, 0.04036398962671078, 1700247614806274321, 
-0.8830547332763672, 0.03449749946594238, -0.18191845385409044, 0.15783849802303054, 0.12617378514513283, 1.2509611076617462, 0.03005669733010433, 0.05530239183639714, 1700247614924632011, 
-0.03219342231750488, -0.12078744173049927, -0.09105876067420764, 0.0332463679806819, 0.03185839233006783, 1.043567033647963, 0.03319799985642232, 0.06587440392648578, 1700247615015614111, 
0.5490525364875793, -0.03006112575531006, 0.3047313647049128, 0.05011945338073372, 0.05178918128957159, 0.9677591368069358, 0.03387156638937625, 0.06966009696705068, 1700247615066668977, 
-0.2872348427772522, -0.08404135704040527, -0.06137219108571551, 0.05049046905661853, 0.05189030920859386, 0.9730230909523374, 0.034204248365973494, 0.0742915689215728, 1700247615206903351, 
0.528460681438446, 0.37770742177963257, 0.3062002046469699, 0.21718389828480594, 0.22214133875793224, 0.9776833951715379, 0.03404970413363018, 0.08532500016929057, 1700247615323813899, 
0.2978782057762146, 0.8618864417076111, 0.30478460064894475, 0.47044789043374396, 0.44752694937246695, 1.0512168956381673, 0.030569110718467032, 0.11442447178339771, 1700247615415609833, 
-0.06551945209503174, 0.2292170524597168, 0.07231840372918652, 0.28482551835894276, 0.2784318685603884, 1.0229630675238877, 0.021828324576619422, 0.1511914988651795, 1700247615513647669, 
0.050147950649261475, -0.1901906132698059, 0.05478854742105041, 0.08365844892068937, 0.08830747148707935, 0.9473541424287049, 0.01472571348343465, 0.17119485091403844, 1700247615606619080, 
-0.25660425424575806, 0.5203187465667725, -0.1335960200640459, 0.29168589793616834, 0.2956796687262864, 0.9864929137423541, 0.008199699479721621, 0.18605269485263334, 1700247615723681157, 
-0.03634929656982422, -0.23986947536468506, -0.07750898131572824, 0.07170139655483974, 0.07443393881193117, 0.9632890278184041, -0.0029897446139260844, 0.20472700298908342, 1700247615815633218, 
0.38081997632980347, 0.19569313526153564, 0.20765249868348568, 0.17711009794057217, 0.17921244339469997, 0.9882689761140215, -0.009389185575190823, 0.21375771687844658, 1700247615916623607, 
-0.03651440143585205, -0.013713300228118896, 0.05571564624449046, 0.1329350101642292, 0.13887756481365832, 0.957210117722019, -0.01997706575590383, 0.22572799012681313, 1700247616006621119, 
-0.2835972309112549, 0.10960859060287476, -0.15324312418055513, 0.1719925385918834, 0.1729310807243439, 0.9945727388707148, -0.031005147860979576, 0.23608298238037806, 1700247616122640478, 
-0.09623134136199951, 0.27067726850509644, -0.11649920119894967, 0.2415623196766655, 0.23828833598601035, 1.0137395885413685, -0.046985501349024676, 0.24843635742791814, 1700247616216625377, 
0.13079321384429932, -0.0573771595954895, 0.034571868596572894, 0.13941312780818688, 0.1421940293525755, 0.9804429091921063, -0.06456499996549209, 0.2591643362179437, 1700247616316627139, 
0.11053222417831421, -0.19746321439743042, 0.08008326320602253, 0.07200258284584123, 0.07267992919882668, 0.9906804208472401, -0.0748882034193899, 0.26405864723365824, 1700247616406630328, 
-0.02495718002319336, 0.29425060749053955, 0.018215646680188706, 0.23590718906904637, 0.237378158357065, 0.9938032660704782, -0.08713998943841864, 0.26883572676848205, 1700247616521729312, 
0.02055966854095459, 0.4013451933860779, 0.02124256008192423, 0.3264689223491159, 0.321632936254948, 1.015035730328111, -0.1129549723452259, 0.27568441967574564, 1700247616616622808, 
0.4596909284591675, -0.0733492374420166, 0.2892263379845935, 0.17482690173940887, 0.18119059461173845, 0.9648784591387543, -0.13936750211303242, 0.279637050163501, 1700247616716587422, 
0.5517981052398682, 0.1606578230857849, 0.4519899343005163, 0.23346858395996092, 0.24345794833407047, 0.9589688303772188, -0.15846627993832108, 0.2807431352976714, 1700247616806633641, 
0.06212258338928223, 0.25740498304367065, 0.21145644172700134, 0.28380396591726326, 0.29930122016592176, 0.948221880819372, -0.183629056725993, 0.27981196330216834, 1700247616926645375, 
-0.3593313694000244, 0.3724098205566406, -0.14043893434449822, 0.33145632594241575, 0.3493553324636286, 0.9487656123781185, -0.21493948352557396, 0.27566468311159, 1700247616966641472, 
0.09800630807876587, 0.036200881004333496, 0.005033057016534309, 0.21885152277382663, 0.24398039156589518, 0.8970045558547206, -0.24561656066599913, 0.2684164847397654, 1700247617116606864, 
0.1332271695137024, 0.38744425773620605, 0.08606856064117048, 0.3119679514552938, 0.34335454478203475, 0.9085883853767962, -0.2722319272300791, 0.2596752723847662, 1700247617206623989, 
-0.3637623190879822, 0.41400814056396484, -0.19115638483533465, 0.34843536672544817, 0.3800905393988759, 0.9167167572139752, -0.30512948187803146, 0.24540238703799708, 1700247617326661306, 
0.35703468322753906, -0.02661454677581787, 0.14515082602794632, 0.2051800985211634, 0.24782287228792177, 0.8279304352617792, -0.33450248544547445, 0.22916066124266776, 1700247617420638862, 
-0.2823813557624817, 0.16619336605072021, -0.11860861601410444, 0.22617766645650253, 0.2748070408199332, 0.8230417451520284, -0.3559573241214266, 0.21488524942351894, 1700247617512663442, 
-0.27278774976730347, -0.10215228796005249, -0.2151109073989683, 0.1500640940934363, 0.19475977590612426, 0.7705086607091208, -0.3756462706424435, 0.19919971920489352, 1700247617610640215, 
-0.04602360725402832, 0.12962669134140015, -0.10926282732718391, 0.20035761551551506, 0.24975890935204909, 0.8022040776655532, -0.39198215789062724, 0.1840070432691004, 1700247617722655226, 
-0.03183877468109131, 0.45424431562423706, -0.05876155714970756, 0.31441474904411626, 0.38414686924667746, 0.8184753650620457, -0.4130968449046763, 0.16120075863201358, 1700247617816799469, 
-0.2602205276489258, 0.0899081826210022, -0.18459384401789197, 0.22574974788041613, 0.3026518993311026, 0.7459056043571854, -0.4350490457908881, 0.13293844104713065, 1700247617916739216, 
-0.0974389910697937, 0.13264209032058716, -0.13073743973240898, 0.21146168636156545, 0.286642243188046, 0.7377198978408782, -0.45173091461759624, 0.10760800693733093, 1700247618008066863, 
-0.3443390130996704, 0.9095160961151123, -0.25784008775471484, 0.4444602797552675, 0.530944379148911, 0.8371126943046744, -0.471261821887011, 0.07313600761844631, 1700247618127055383, 
-0.001976907253265381, 0.18854588270187378, -0.10217632702346843, 0.28189895370382045, 0.38119013906270593, 0.73952320591758, -0.4911778989535076, 0.02961212197558551, 1700247618218664798, 
-0.37933534383773804, 0.6223528981208801, -0.27135881102937914, 0.3774074231036279, 0.4741522704275167, 0.7959624927311656, -0.5058964063213334, -0.010192910833361348, 1700247618316744498, 
