imu_ax [m/s^2], imu_ay [m/s^2], kf_ax [m/s^2], kf_ay [m/s^2], kf_vx [m/s], kf_w [rad/s], kf_x [m], kf_y [m], stamp, 
-0.006512343883514404, -0.00010597705841064453, -0.00418650678225926, 0.0, 0.0, 0.0, 0.0, 0.0, 1700247689170594551, 
0.011445879936218262, -0.005374312400817871, 0.006906039107073169, -0.0, -3.6762326546539346e-05, 0.0, 2.363292420848954e-06, 0.0, 1700247689210471192, 
0.016155242919921875, -0.010212600231170654, 0.013514432631462205, 6.528055798358126e-11, 0.00024316464806133358, 2.684623710890553e-07, -2.2604741541505232e-05, -7.34323017219797e-15, 1700247689259134531, 
-0.0008012652397155762, -0.03316754102706909, 0.003263552371167192, -2.0664237815222417e-09, 0.00036289098692928986, -5.694337572304845e-06, -3.3999375828884924e-05, -1.473428147426865e-12, 1700247689309780870, 
-0.03182190656661987, 0.002835690975189209, -0.021840741158935514, 2.191549896808784e-11, -2.4806844763574894e-05, -8.834456448192654e-07, 4.226465806229458e-06, -5.357614611625113e-12, 1700247689370118417, 
-0.04303210973739624, 0.5143085718154907, -0.03698948329282928, -4.890568745334956e-06, -0.0010295651751490399, 0.00475013031071782, 6.681342511360407e-05, 4.6655969473783e-10, 1700247689466655508, 
0.18553531169891357, 0.08608484268188477, 0.12233936923812397, 0.007423256252826507, 0.012059673058812129, 0.6155437395877209, 0.00043418700071739207, -6.393544248423379e-07, 1700247689566596232, 
-0.0015757083892822266, 0.04057413339614868, 0.0338353064058079, 0.03824150034921912, 0.03998727931344104, 0.9563416417871894, 0.00237011639738351, 4.648294057664513e-05, 1700247689705508812, 
0.039750635623931885, -0.299496591091156, 0.03675382885418223, -0.09672886048916567, -0.09965107423619736, 0.9706755419404177, 0.0016136393182590095, 8.231371044041687e-05, 1700247689823521405, 
0.02455073595046997, 0.056604206562042236, 0.02923880844435788, 0.030757007056172438, 0.030239430668814044, 1.0171159435184793, -0.005006323635854128, -0.0013349070325010559, 1700247689915528369, 
0.12904274463653564, 0.029121875762939453, 0.10079074117088908, 0.04896814415654035, 0.04946337082866699, 0.9899880120616521, -0.0018203270935754742, -0.0003727542021837323, 1700247690015658834, 
-0.2447589635848999, 0.10742628574371338, -0.14612903987778192, 0.08685669393617931, 0.08638365054988599, 1.0054760754295762, 0.0034688664202572445, 0.0018089484636560807, 1700247690130587491, 
-0.14212363958358765, 0.16883784532546997, -0.14284087535644144, 0.1145629250748102, 0.11548713828401869, 0.9919972628732425, 0.011958103475535622, 0.006368358171164716, 1700247690220664126, 
0.19985055923461914, -0.2052280306816101, 0.10107808829235262, -0.02788531364506151, -0.025163210543161202, 1.1081778931679334, 0.018855042196244974, 0.011159718515131485, 1700247690320496504, 
-0.10417217016220093, 0.003664255142211914, -0.04520751993495109, 0.04076499612907646, 0.04154936688396832, 0.9811219565130244, 0.018187751934258808, 0.010534978642021905, 1700247690410650065, 
-0.09950566291809082, -0.05745422840118408, -0.08410920881429244, 0.0294031444767483, 0.030798750318765257, 0.9546862834507076, 0.02100004910300831, 0.01345722370399698, 1700247690531013826, 
0.10994541645050049, 0.06462752819061279, 0.05523989740320413, 0.07498058101038775, 0.07776072068410346, 0.964247506334081, 0.02363713099930278, 0.016762806341901398, 1700247690619611774, 
-0.3362244963645935, 0.18896132707595825, -0.22418365517128946, 0.16099543387208473, 0.14518705040067686, 1.1088828750758488, 0.02871429302717181, 0.024591644272042204, 1700247690719443358, 
0.11948603391647339, -0.07491713762283325, 0.020975466188292047, 0.05403274471241008, 0.05328702273585888, 1.0139944387632185, 0.03451152665748607, 0.03603944252766948, 1700247690809599897, 
0.12165695428848267, 0.2496659755706787, 0.09417143341934006, 0.17697386948505264, 0.1754514750584081, 1.0086770112712802, 0.03735549920072376, 0.0433417698918021, 1700247690930554558, 
0.19917690753936768, -0.011509895324707031, 0.1684702554990189, 0.09879340614635873, 0.10130560738593238, 0.975201755318408, 0.04139797392826284, 0.05850723639095474, 1700247691019532801, 
0.33617037534713745, 0.15514647960662842, 0.28886892150679966, 0.16556024395976232, 0.16269986348122406, 1.0175807183690007, 0.04318032848241413, 0.06931097108981173, 1700247691119504934, 
-0.17086809873580933, -0.5007956027984619, -0.04272341873722607, -0.08388048266038785, -0.08989904293677387, 0.9330520094566649, 0.043726529754013733, 0.07948754236270986, 1700247691210647005, 
-0.0253409743309021, -0.41701263189315796, -0.03030550920855002, -0.09761930818019295, -0.09693507236685264, 1.0070587022491797, 0.04404103522793225, 0.07024853465173757, 1700247691309560211, 
0.38288772106170654, -0.359813928604126, 0.2654676042498736, -0.08188214817188307, -0.07850948410434297, 1.0429586833491054, 0.04526940215641539, 0.06094284634317211, 1700247691420524096, 
-0.19773459434509277, -0.33913326263427734, -0.06601293171755912, -0.06894474930610836, -0.06642209123097342, 1.0379792028282089, 0.04711577829104256, 0.05320150429041436, 1700247691519702078, 
-0.19069361686706543, 0.5152731537818909, -0.15172697430110454, 0.27701411542094867, 0.2830734476424594, 0.9785944875014768, 0.04690098718925221, 0.054355662244656336, 1700247691610639058, 
-0.040160417556762695, 0.20551824569702148, -0.07231700260001431, 0.2238035167411055, 0.22724106470086508, 0.9848726815098992, 0.03523456000444862, 0.07911775391678656, 1700247691730750949, 
0.35860180854797363, 0.08401960134506226, 0.23549925939189162, 0.17166134455062582, 0.17549272296290644, 0.9781678787154585, 0.024193356623912827, 0.09757874346540311, 1700247691821035731, 
-0.33228373527526855, 0.473027765750885, -0.1693684856638333, 0.3394330564675697, 0.33075401125283166, 1.0262401812811386, 0.011950752217962995, 0.11428335514241453, 1700247691920365834, 
0.6786442995071411, -0.1091928482055664, 0.4353783520304244, 0.1178580498602554, 0.12246917596709789, 0.9623486802256161, -0.0071793407877908276, 0.135295266184535, 1700247692010699776, 
0.19429683685302734, 0.49050986766815186, 0.26449088964689804, 0.32601133481484856, 0.32638993766152813, 0.9988400290481009, -0.01888327930458879, 0.1459893425998211, 1700247692129925816, 
0.5922147631645203, 0.03828310966491699, 0.49746958273825603, 0.19549441612206064, 0.2030068063343728, 0.9629943924149101, -0.04229180651937129, 0.1632585777584786, 1700247692220262627, 
-0.29195523262023926, 0.37984877824783325, -0.06659129098038019, 0.31763571785958417, 0.3175109013164683, 1.000393109473087, -0.06117103297167815, 0.17460763118953795, 1700247692320200129, 
-0.04949849843978882, 0.6933732628822327, -0.05294304897132268, 0.4732934119141971, 0.4575622451980959, 1.0343803862342065, -0.0928394506589903, 0.1896642760805655, 1700247692410780259, 
-0.1613437533378601, 0.4887630343437195, -0.13099682811692914, 0.41342018047347445, 0.39927874925935636, 1.0354174401726859, -0.13485562539255136, 0.2045442556658114, 1700247692512834475, 
0.037940144538879395, 1.3644574880599976, -0.006643398267862116, 0.837994795967606, 0.7454384060406654, 1.1241636990754826, -0.18108324923571475, 0.21590927606729515, 1700247692621519094, 
0.17799651622772217, 0.7542669773101807, 0.1237773258783009, 0.6237766220547175, 0.5750876463694189, 1.0846635743137183, -0.2512668552846814, 0.22519675304509446, 1700247692718520130, 
0.25623810291290283, 0.2558861970901489, 0.2163615882556746, 0.34306518603874503, 0.37302450083221267, 0.919685396732309, -0.30525301017675294, 0.22631737027396145, 1700247692810723638, 
-0.2806680202484131, 0.2584848403930664, -0.13980963490530274, 0.29687067116628707, 0.3303920930534736, 0.8985404838917828, -0.34136809057233775, 0.22325809467181168, 1700247692910536860, 
-0.07033216953277588, 0.18667060136795044, -0.09035780409841536, 0.2606441638842636, 0.2906183247548866, 0.896860733417606, -0.37324014141354567, 0.21757260661980518, 1700247693020523114, 
-0.3041590452194214, -0.30424249172210693, -0.24506541098752105, 0.0794000777095806, 0.09915134245797624, 0.8007967995313134, -0.39746122586707056, 0.2109306829181747, 1700247693118556091, 
0.3551476001739502, 0.3784211277961731, 0.18671956806332357, 0.2782446311767093, 0.3284000134772012, 0.8472735071797617, -0.41228857797429536, 0.20559269096519878, 1700247693210920491, 
0.3492799401283264, 0.36530083417892456, 0.30324667750981066, 0.32215363360771515, 0.37251735776824385, 0.864801671357656, -0.44257268668804733, 0.19157024787180094, 1700247693309651269, 
-0.16957062482833862, -0.0037323832511901855, -0.03640142320569323, 0.19739795212455907, 0.2547604821902498, 0.7748374097405986, -0.47210489331710326, 0.17467973166596187, 1700247693419561250, 
-0.19980716705322266, 0.40745288133621216, -0.15212448467006667, 0.30807655306623793, 0.3721856625427924, 0.8277496531205485, -0.4955725146947751, 0.15859834120494157, 1700247693521557006, 
-0.2856636047363281, 0.6585518717765808, -0.24639336489972938, 0.4300007470474817, 0.48909113514798114, 0.8791832771971612, -0.5271982135781542, 0.13302265531669677, 1700247693610644801, 
0.5426198244094849, 0.21540546417236328, 0.31697337305607376, 0.2849135593789989, 0.35711268845482486, 0.7978253604255252, -0.5603270458479401, 0.10113001063114052, 1700247693710902967, 
-0.11140179634094238, 0.601525068283081, 0.01147626825782, 0.3934220986860498, 0.4867019888674158, 0.8083429032241398, -0.5857544407235485, 0.07224830904704022, 1700247693819580935, 
-0.2086549997329712, 0.05535989999771118, -0.14769444170752616, 0.2233755844564664, 0.309870492804725, 0.7208675548117898, -0.6122702586964573, 0.03657267010404861, 1700247693920542032, 
-0.16340333223342896, 0.6460397243499756, -0.15717434469761576, 0.38220453080272293, 0.4788035866901206, 0.7982490971816464, -0.6312810816036951, 0.006514003969559286, 1700247694010580943, 
-0.10903298854827881, 0.40590351819992065, -0.122988550638081, 0.3477101986890936, 0.43622537721719706, 0.7970884245828007, -0.6533410920810371, -0.035085611392991, 1700247694110088096, 
-0.5858405232429504, 0.5384870767593384, -0.45363921978543614, 0.3731443783337544, 0.4711883056541806, 0.791921985024001, -0.6713636994862098, -0.07661048398831256, 1700247694220554948, 
0.23419398069381714, 0.263982892036438, 0.03793536756374549, 0.2777175385990421, 0.3797536188819123, 0.7313097882166616, -0.6861534757293386, -0.11996200636886373, 1700247694320488431, 
-0.1412850022315979, 0.630682110786438, -0.08915633321990574, 0.38450078173360736, 0.500328035137354, 0.7684973751831659, -0.6964550483261346, -0.15976266135643766, 1700247694410607228, 
0.218694806098938, 0.510506272315979, 0.13098714558185207, 0.3637018222381609, 0.48421965649662296, 0.751109165764933, -0.7052564093380806, -0.20871433635674166, 1700247694510612896, 
0.035074472427368164, 0.15070724487304688, 0.06111788090314392, 0.24828807291119495, 0.36551154645512773, 0.6792892736746312, -0.7097996139379944, -0.25366341645578433, 1700247694620559670, 
0.2900814414024353, 0.6471735835075378, 0.22613191470726218, 0.37591717697817617, 0.5003655790389934, 0.7512850458262259, -0.7109535148866455, -0.2932940965297746, 1700247694720593944, 
0.055802345275878906, -0.19272392988204956, 0.10182854487182882, 0.1518494245642222, 0.2632564578478941, 0.5768117743647477, -0.70911034005516, -0.3366441553139369, 1700247694810617686, 
-0.1789197325706482, 0.8563913702964783, -0.09645391990879276, 0.3852595961473039, 0.5409513960615095, 0.7121889303775777, -0.7055062384357014, -0.3698787334909004, 1700247694910752340, 
0.09892153739929199, 0.3458542823791504, 0.042526584305489085, 0.30352249848046386, 0.44737574364743227, 0.6784509504379026, -0.6966379989806267, -0.4206063710053255, 1700247695020567575, 
-0.21365457773208618, -0.021954834461212158, -0.1420821674059486, 0.18607843491407927, 0.30869620197875475, 0.6027882225997897, -0.6867274102356813, -0.4604605193183942, 1700247695119496111, 
-0.4018719792366028, 0.2007765769958496, -0.32749466741840405, 0.20993723517950705, 0.3397134283925766, 0.6179833283979026, -0.6769394598245361, -0.49126239412563977, 1700247695210638591, 
0.5946425795555115, 0.5119861364364624, 0.3335116814337271, 0.3007348441778366, 0.454631511132059, 0.6614914206650332, -0.6633581492806088, -0.526483341108937, 1700247695310564456, 
0.10624706745147705, 0.4572623372077942, 0.17081322601719343, 0.3162656921079207, 0.47392057098720636, 0.6673390257129362, -0.6444449913960555, -0.5674825276556786, 1700247695420762781, 
0.10640329122543335, -0.35628700256347656, 0.12219597522436684, 0.10682421597916653, 0.2221848376671634, 0.4807898554229474, -0.6251729180441402, -0.6027732916563951, 1700247695520501158, 
0.22945237159729004, 0.07776755094528198, 0.19963924162267188, 0.16572294272561972, 0.3102549280223663, 0.5341508796716767, -0.6123611371479575, -0.6232426362241105, 1700247695610633099, 
0.10901659727096558, 1.0503242015838623, 0.13747601614761865, 0.43879677704297937, 0.6199533011789822, 0.7077900483931734, -0.5895412629087043, -0.6560749085537244, 1700247695710578968, 
0.11598187685012817, 0.5087896585464478, 0.12118913342933518, 0.35613188528427286, 0.5346415024077161, 0.6661134305519882, -0.5530068120738666, -0.7022842463206003, 1700247695820592915, 
-0.15697979927062988, 0.3326185345649719, -0.07861232216710909, 0.2783194915716078, 0.46108539638653334, 0.6036181014466336, -0.5183999849401917, -0.7403281509862918, 1700247695920585897, 
-0.2086409330368042, 0.10602235794067383, -0.17246732683719174, 0.20045148505030008, 0.3642889998884449, 0.55025401566252, -0.4868626201272141, -0.7707365816356346, 1700247696011649746, 
-0.17881953716278076, 0.050358474254608154, -0.17718669696804124, 0.16854329101096024, 0.32925373114911505, 0.5118948551402415, -0.45946043923042607, -0.7942439802002088, 1700247696110582018, 
0.05197030305862427, 0.7995362281799316, -0.011160365920072746, 0.34456733713663606, 0.5381231641375045, 0.6403131478067912, -0.4281873150039328, -0.8183451214137714, 1700247696220619721, 
-0.3664712905883789, -0.03228282928466797, -0.26707376924370213, 0.17101752730778577, 0.34855029699243184, 0.49065379884470195, -0.38819536452279746, -0.8457061996835854, 1700247696320511384, 
-0.39134836196899414, -0.3416719436645508, -0.3568791237920034, 0.09153804356515745, 0.22639576964445124, 0.40432753539925065, -0.3603916648501997, -0.8623945520081437, 1700247696410655561, 
0.33593153953552246, 0.6901004910469055, 0.1412667294704537, 0.2675534127503714, 0.46751618119736704, 0.572286957138326, -0.3335025783904807, -0.8769583702455351, 1700247696530585401, 
