e, e_dot, e_int, stamp, 
1.3800834241178086, 0.0, 0.13271243650165626, 1697830798376049678, 
1.3800834241178086, 0.0, 0.13247563212716215, 1697830798423949857, 
1.3815411760833363, 0.009934855957954321, 0.13365365378823163, 1697830798472860211, 
1.384311972995184, 0.02987429385507288, 0.13160662743988344, 1697830798519180422, 
1.3898778690401101, 0.04825190214815523, 0.15493896039142624, 1697830798584709818, 
1.3930194999772525, 0.0625850939991962, 0.1334683406531963, 1697830798615265113, 
1.4016365015638759, 0.07913755021133585, 0.13192038036645226, 1697830798679286933, 
1.4089890302390546, 0.09529959172402593, 0.15779954630757806, 1697830798727881339, 
1.416777627153255, 0.10431326700586539, 0.13637672765685094, 1697830798776067431, 
1.4258491754806641, 0.11582572755489064, 0.13746817640002038, 1697830798824880820, 
1.4350281726829033, 0.12704449553348898, 0.13662083682957238, 1697830798871882197, 
1.45287886175626, 0.1270259856459758, 0.20574235784097825, 1697830798967964259, 
1.469002550406703, 0.11733631819257406, 0.28041412395931037, 1697830799064964554, 
1.4844880374493066, 0.101899204184417, 0.30554888947184183, 1697830799175991906, 
1.4949622384706778, 0.08288689416363904, 0.3068796365895778, 1697830799271921657, 
1.503149859908176, 0.06480927586006284, 0.28685894230777, 1697830799367973524, 
1.5094996235628966, 0.04731046240396139, 0.3126193332121317, 1697830799479982612, 
1.5121550345752381, 0.028199535140232712, 0.3124449961831312, 1697830799575128327, 
1.5120957403921638, 0.009098699395383582, 0.290019346253573, 1697830799671889524, 
1.5096781495123166, -0.008590009845512109, 0.29147178802748125, 1697830799767988731, 
1.5036700369851923, -0.026381260862694503, 0.31284135312891953, 1697830799879277810, 
1.4959294124077924, -0.044647617838592286, 0.3127931878530605, 1697830799976088486, 
1.4863027684610202, -0.060147927870612905, 0.28801005482970865, 1697830800071887930, 
1.474958908509903, -0.07283317533178252, 0.2851473602702814, 1697830800168012517, 
1.4611718213079385, -0.08625396884640829, 0.2861006789946503, 1697830800265967058, 
1.4441229827132798, -0.09855570799741624, 0.30370603878481806, 1697830800376018303, 
1.4278606874716013, -0.10818688761582888, 0.29741752913509295, 1697830800471879952, 
1.410100360107269, -0.11811092264771812, 0.2740888921162835, 1697830800568043184, 
1.3915950815715854, -0.12610712606879554, 0.2703145287465675, 1697830800663612503, 
1.3690062805946912, -0.13144683633301393, 0.28932801247663936, 1697830800776157812, 
1.3499388976144715, -0.13328657899241123, 0.28539281525437127, 1697830800871901047, 
1.3304788019574094, -0.1339435800602575, 0.2588356159693368, 1697830800967915171, 
1.311413330470935, -0.13375297471071584, 0.2555083607924745, 1697830801063924476, 
1.2899551166379064, -0.12945205999312803, 0.2740236995294296, 1697830801176995292, 
1.271825759186286, -0.1269314368561709, 0.268515901888034, 1697830801271904676, 
1.2541817269689979, -0.12485953010692923, 0.2429879961803961, 1697830801368025463, 
1.2364115661320296, -0.12286983334585794, 0.2409836413630858, 1697830801464055235, 
1.2158554100980312, -0.12330714899729212, 0.2560173400230358, 1697830801575245927, 
1.1986816923190942, -0.12082859682957074, 0.25298955019041836, 1697830801671937821, 
1.1812597500574622, -0.11971287706430618, 0.2309303394042829, 1697830801767912823, 
1.1632648786194606, -0.12330472151355709, 0.22616888055778392, 1697830801863432919, 
1.1425725918960012, -0.1245067006007305, 0.2409475881799877, 1697830801975203506, 
1.125592725899995, -0.1202293089375956, 0.23847411808600577, 1697830802071923931, 
1.1080182960206257, -0.11883221272823341, 0.21815622427616443, 1697830802169052167, 
1.0906796287813658, -0.12140226024169976, 0.21246359102517093, 1697830802263661309, 
1.0706313268187748, -0.12056936905812465, 0.2255414197799754, 1697830802376013353, 
1.0539242717334076, -0.11744509651749796, 0.2233821306436673, 1697830802472089727, 
